Código do Município,Sigla da Unidade da Federação,"Municípios e classes de tamanho
da população dos municípios (habitantes)",Urbana,Rural,,,,,,,
3144607,MG,Nepomuceno,77.5,22.5,,,,,,,
5214507,GO,Nerópolis,96.0,4.1,,,,,,,
5214606,GO,Niquelândia,78.7,21.3,,,,,,,
2408201,RN,Nísia Floresta,39.4,60.6,,,,,,,
2804508,SE,Nossa Senhora da Glória,66.5,33.5,,,,,,,
2804607,SE,Nossa Senhora das Dores,65.2,34.8,,,,,,,
5006200,MS,Nova Andradina,85.1,14.9,,,,,,,
2408300,RN,Nova Cruz,68.7,31.3,,,,,,,
4116901,PR,Nova Esperança,91.4,8.6,,,,,,,
1504950,PA,Nova Esperança do Piriá,39.5,60.5,,,,,,,
1100338,RO,Nova Mamoré,58.0,42.0,,,,,,,
5106224,MT,Nova Mutum,81.7,18.3,,,,,,,
1303106,AM,Nova Olinda do Norte,44.4,55.6,,,,,,,
4313300,RS,Nova Prata,81.7,18.3,,,,,,,
2309300,CE,Nova Russas,75.1,24.9,,,,,,,
4313375,RS,Nova Santa Rita,85.7,14.3,,,,,,,
2922904,BA,Nova Soure,48.6,51.4,,,,,,,
3203908,ES,Nova Venécia,67.0,33.0,,,,,,,
2923001,BA,Nova Viçosa,87.0,13.1,,,,,,,
1303304,AM,Novo Aripuanã,65.6,34.4,,,,,,,
3145307,MG,Novo Cruzeiro,34.3,65.8,,,,,,,
3533502,SP,Novo Horizonte,93.1,7.0,,,,,,,
2309409,CE,Novo Oriente,51.8,48.2,,,,,,,
1505031,PA,Novo Progresso,70.5,29.5,,,,,,,
1505106,PA,Óbidos,51.6,48.4,,,,,,,
2309458,CE,Ocara,31.7,68.3,,,,,,,
2207009,PI,Oeiras,61.7,38.3,,,,,,,
1505205,PA,Oeiras do Pará,40.0,60.0,,,,,,,
1600501,AP,Oiapoque,67.5,32.5,,,,,,,
2705705,AL,Olho d'Água das Flores,68.7,31.3,,,,,,,
2923100,BA,Olindina,51.2,48.8,,,,,,,
3145604,MG,Oliveira,89.2,10.9,,,,,,,
2923209,BA,Oliveira dos Brejinhos,30.2,69.8,,,,,,,
3534302,SP,Orlândia,97.4,2.6,,,,,,,
4211702,SC,Orleans,75.2,24.8,,,,,,,
2609709,PE,Orobó,36.0,64.0,,,,,,,
2309508,CE,Orós,74.9,25.1,,,,,,,
4117305,PR,Ortigueira,41.0,59.0,,,,,,,
4313508,RS,Osório,92.7,7.3,,,,,,,
3534609,SP,Osvaldo Cruz,89.9,10.1,,,,,,,
1505437,PA,Ourilândia do Norte,72.8,27.2,,,,,,,
3145901,MG,Ouro Branco,89.6,10.4,,,,,,,
3146008,MG,Ouro Fino,75.3,24.7,,,,,,,
1100155,RO,Ouro Preto do Oeste,74.3,25.7,,,,,,,
1505486,PA,Pacajá,34.4,65.6,,,,,,,
5215603,GO,Padre Bernardo,39.0,61.0,,,,,,,
4117503,PR,Paiçandu,98.6,1.4,,,,,,,
4117602,PR,Palmas,92.8,7.2,,,,,,,
2923407,BA,Palmas de Monte Alto,47.3,52.7,,,,,,,
4117701,PR,Palmeira,60.3,39.7,,,,,,,
4313706,RS,Palmeira das Missões,86.9,13.1,,,,,,,
5215702,GO,Palmeiras de Goiás,82.1,17.9,,,,,,,
3535309,SP,Palmital,91.7,8.3,,,,,,,
4117909,PR,Palotina,85.9,14.1,,,,,,,
4313904,RS,Panambi,90.8,9.2,,,,,,,
3204005,ES,Pancas,46.9,53.1,,,,,,,
2610202,PE,Panelas,54.5,45.6,,,,,,,
2706406,AL,Pão de Açúcar,45.2,54.8,,,,,,,
3303609,RJ,Paracambi,88.5,11.5,,,,,,,
2310209,CE,Paracuru,65.1,34.9,,,,,,,
3147204,MG,Paraguaçu,82.4,17.6,,,,,,,
3535507,SP,Paraguaçu Paulista,90.6,9.4,,,,,,,
3303708,RJ,Paraíba do Sul,88.0,12.0,,,,,,,
2107704,MA,Paraibano,78.3,21.7,,,,,,,
2310258,CE,Paraipaba,44.7,55.3,,,,,,,
1716109,TO,Paraíso do Tocantins,95.6,4.4,,,,,,,
2310308,CE,Parambu,45.1,55.0,,,,,,,
2923605,BA,Paramirim,47.8,52.3,,,,,,,
5006309,MS,Paranaíba,89.0,11.0,,,,,,,
3147402,MG,Paraopeba,87.2,12.9,,,,,,,
2923704,BA,Paratinga,37.0,63.0,,,,,,,
3303807,RJ,Paraty,73.8,26.2,,,,,,,
2408904,RN,Parelhas,83.9,16.1,,,,,,,
2923803,BA,Paripiranga,34.3,65.7,,,,,,,
2610400,PE,Parnamirim,41.4,58.6,,,,,,,
2107803,MA,Parnarama,39.1,60.9,,,,,,,
2610509,PE,Passira,48.7,51.3,,,,,,,
3303856,RJ,Paty do Alferes,70.5,29.5,,,,,,,
2409407,RN,Pau dos Ferros,92.1,7.9,,,,,,,
2108108,MA,Paulo Ramos,53.9,46.1,,,,,,,
3536703,SP,Pederneiras,93.0,7.0,,,,,,,
2610806,PE,Pedra,57.3,42.7,,,,,,,
3148707,MG,Pedra Azul,88.1,11.9,,,,,,,
2310506,CE,Pedra Branca,58.5,41.5,,,,,,,
2511202,PB,Pedras de Fogo,60.5,39.5,,,,,,,
3537107,SP,Pedreira,99.2,0.8,,,,,,,
2108207,MA,Pedreiras,83.5,16.5,,,,,,,
3204054,ES,Pedro Canário,92.7,7.3,,,,,,,
2108256,MA,Pedro do Rosário,25.9,74.1,,,,,,,
2207900,PI,Pedro II,60.5,39.6,,,,,,,
5106422,MT,Peixoto de Azevedo,64.3,35.7,,,,,,,
2108306,MA,Penalva,48.4,51.6,,,,,,,
4212502,SC,Penha,91.7,8.3,,,,,,,
2310704,CE,Pentecoste,60.4,39.6,,,,,,,
3149903,MG,Perdões,88.5,11.5,,,,,,,
3537404,SP,Pereira Barreto,93.1,6.9,,,,,,,
2108454,MA,Peritoró,36.6,63.4,,,,,,,
2611002,PE,Petrolândia,72.7,27.3,,,,,,,
2924405,BA,Pilão Arcado,33.6,66.4,,,,,,,
2706901,AL,Pilar,95.5,4.5,,,,,,,
3537909,SP,Pilar do Sul,78.6,21.4,,,,,,,
1100189,RO,Pimenta Bueno,87.0,13.0,,,,,,,
2108504,MA,Pindaré-Mirim,72.0,28.0,,,,,,,
2924603,BA,Pindobaçu,55.9,44.2,,,,,,,
4119301,PR,Pinhão,50.7,49.3,,,,,,,
3303955,RJ,Pinheiral,89.8,10.2,,,,,,,
3204104,ES,Pinheiros,78.3,21.7,,,,,,,
2108702,MA,Pio XII,56.6,43.4,,,,,,,
3538600,SP,Piracaia,100.0,-,,,,,,,
5217104,GO,Piracanjuba,73.1,27.0,,,,,,,
2208304,PI,Piracuruca,69.9,30.2,,,,,,,
3304003,RJ,Piraí,79.2,20.8,,,,,,,
4119400,PR,Piraí do Sul,68.7,31.3,,,,,,,
3538808,SP,Piraju,89.9,10.1,,,,,,,
3538907,SP,Pirajuí,81.5,18.5,,,,,,,
2707107,AL,Piranhas,57.2,42.8,,,,,,,
3539202,SP,Pirapozinho,95.0,5.0,,,,,,,
5217302,GO,Pirenópolis,67.7,32.4,,,,,,,
5217401,GO,Pires do Rio,94.2,5.8,,,,,,,
2924801,BA,Piritiba,67.7,32.3,,,,,,,
4119608,PR,Pitanga,63.1,36.9,,,,,,,
3539509,SP,Pitangueiras,96.2,3.9,,,,,,,
3151404,MG,Pitangui,89.4,10.6,,,,,,,
3151503,MG,Piumhi,89.6,10.4,,,,,,,
1505650,PA,Placas,20.3,79.7,,,,,,,
2925006,BA,Planalto,60.7,39.3,,,,,,,
2805406,SE,Poço Redondo,27.7,72.4,,,,,,,
2805505,SE,Poço Verde,56.0,44.0,,,,,,,
2925105,BA,Poções,77.5,22.5,,,,,,,
5106505,MT,Poconé,72.6,27.4,,,,,,,
2925204,BA,Pojuca,85.8,14.2,,,,,,,
2512101,PB,Pombal,80.2,19.8,,,,,,,
2611309,PE,Pombos,66.6,33.4,,,,,,,
4213203,SC,Pomerode,85.8,14.2,,,,,,,
3152006,MG,Pompéu,88.4,11.6,,,,,,,
1505700,PA,Ponta de Pedras,47.8,52.2,,,,,,,
3540200,SP,Pontal,98.1,1.9,,,,,,,
4119954,PR,Pontal do Paraná,99.2,0.9,,,,,,,
5106752,MT,Pontes e Lacerda,83.7,16.3,,,,,,,
5218003,GO,Porangatu,84.4,15.6,,,,,,,
4314803,RS,Portão,81.8,18.3,,,,,,,
3152204,MG,Porteirinha,51.4,48.6,,,,,,,
2707305,AL,Porto Calvo,78.6,21.4,,,,,,,
2805604,SE,Porto da Folha,36.7,63.3,,,,,,,
1505908,PA,Porto de Moz,43.0,57.1,,,,,,,
3540606,SP,Porto Feliz,84.1,16.0,,,,,,,
2109007,MA,Porto Franco,78.3,21.7,,,,,,,
1718204,TO,Porto Nacional,86.3,13.7,,,,,,,
4213609,SC,Porto União,84.4,15.6,,,,,,,
5218300,GO,Posse,76.2,23.8,,,,,,,
2925501,BA,Prado,56.0,44.0,,,,,,,
1506005,PA,Prainha,30.5,69.5,,,,,,,
3152808,MG,Prata,75.1,24.9,,,,,,,
2109106,MA,Presidente Dutra,71.5,28.5,,,,,,,
3541307,SP,Presidente Epitácio,93.3,6.7,,,,,,,
1303536,AM,Presidente Figueiredo,47.8,52.2,,,,,,,
1100254,RO,Presidente Médici,59.6,40.4,,,,,,,
2925758,BA,Presidente Tancredo Neves,40.1,59.9,,,,,,,
3541505,SP,Presidente Venceslau,95.7,4.3,,,,,,,
2512309,PB,Princesa Isabel,68.3,31.7,,,,,,,
3541604,SP,Promissão,84.3,15.7,,,,,,,
2805703,SE,Propriá,85.7,14.3,,,,,,,
4120606,PR,Prudentópolis,46.0,54.0,,,,,,,
4315305,RS,Quaraí,92.6,7.4,,,,,,,
4120903,PR,Quedas do Iguaçu,68.6,31.4,,,,,,,
2512507,PB,Queimadas,54.2,45.8,,,,,,,
2925808,BA,Queimadas,50.8,49.2,,,,,,,
2925907,BA,Quijingue,23.4,76.6,,,,,,,
2611507,PE,Quipapá,48.8,51.2,,,,,,,
5218508,GO,Quirinópolis,88.3,11.7,,,,,,,
3304151,RJ,Quissamã,64.2,35.8,,,,,,,
2925956,BA,Rafael Jambeiro,30.0,70.1,,,,,,,
3542206,SP,Rancharia,89.7,10.3,,,,,,,
2109452,MA,Raposa,63.3,36.7,,,,,,,
3154002,MG,Raul Soares,65.0,35.0,,,,,,,
2311603,CE,Redenção,57.3,42.7,,,,,,,
2926004,BA,Remanso,60.3,39.8,,,,,,,
4121703,PR,Reserva,48.5,51.5,,,,,,,
2109502,MA,Riachão,50.5,49.5,,,,,,,
2926202,BA,Riachão das Neves,49.0,51.0,,,,,,,
2926301,BA,Riachão do Jacuípe,59.9,40.1,,,,,,,
2926400,BA,Riacho de Santana,42.7,57.3,,,,,,,
5007109,MS,Ribas do Rio Pardo,61.9,38.1,,,,,,,
2926608,BA,Ribeira do Pombal,62.6,37.4,,,,,,,
2611804,PE,Ribeirão,76.5,23.5,,,,,,,
4122206,PR,Rio Branco do Sul,71.9,28.1,,,,,,,
5007208,MS,Rio Brilhante,80.1,19.9,,,,,,,
3544004,SP,Rio das Pedras,96.8,3.2,,,,,,,
2611903,PE,Rio Formoso,60.4,39.6,,,,,,,
3544103,SP,Rio Grande da Serra,100.0,-,,,,,,,
4215000,SC,Rio Negrinho,91.2,8.8,,,,,,,
4122305,PR,Rio Negro,82.2,17.8,,,,,,,
4315701,RS,Rio Pardo,68.1,31.9,,,,,,,
3155603,MG,Rio Pardo de Minas,40.2,59.8,,,,,,,
1303569,AM,Rio Preto da Eva,47.5,52.5,,,,,,,
2927002,BA,Rio Real,62.7,37.3,,,,,,,
2512903,PB,Rio Tinto,56.8,43.2,,,,,,,
1506187,PA,Rondon do Pará,73.9,26.1,,,,,,,
1400472,RR,Rorainópolis,44.0,56.0,,,,,,,
2109601,MA,Rosário,58.8,41.3,,,,,,,
4316402,RS,Rosário do Sul,88.0,12.0,,,,,,,
1506195,PA,Rurópolis,38.1,61.9,,,,,,,
2927200,BA,Ruy Barbosa,73.9,26.1,,,,,,,
3156908,MG,Sacramento,80.7,19.3,,,,,,,
3157005,MG,Salinas,78.4,21.6,,,,,,,
1506203,PA,Salinópolis,89.2,10.8,,,,,,,
3545308,SP,Salto de Pirapora,78.4,21.6,,,,,,,
1506302,PA,Salvaterra,62.8,37.2,,,,,,,
2612406,PE,Sanharó,56.9,43.1,,,,,,,
3157203,MG,Santa Bárbara,88.9,11.1,,,,,,,
2411205,RN,Santa Cruz,85.2,14.8,,,,,,,
2927705,BA,Santa Cruz Cabrália,72.4,27.7,,,,,,,
3546306,SP,Santa Cruz das Palmeiras,96.9,3.1,,,,,,,
3546405,SP,Santa Cruz do Rio Pardo,91.4,8.6,,,,,,,
3546603,SP,Santa Fé do Sul,96.1,3.9,,,,,,,
3546702,SP,Santa Gertrudes,98.9,1.1,,,,,,,
2109809,MA,Santa Helena,50.1,49.9,,,,,,,
4123501,PR,Santa Helena,53.8,46.2,,,,,,,
5219308,GO,Santa Helena de Goiás,95.5,4.5,,,,,,,
2110039,MA,Santa Luzia do Paruá,55.6,44.4,,,,,,,
2612604,PE,Santa Maria da Boa Vista,37.7,62.3,,,,,,,
2928109,BA,Santa Maria da Vitória,59.1,40.9,,,,,,,
3204559,ES,Santa Maria de Jetibá,34.5,65.5,,,,,,,
1506609,PA,Santa Maria do Pará,57.9,42.1,,,,,,,
2312205,CE,Santa Quitéria,52.1,48.0,,,,,,,
2110104,MA,Santa Quitéria do Maranhão,48.4,51.6,,,,,,,
2110203,MA,Santa Rita,46.1,53.9,,,,,,,
2928406,BA,Santa Rita de Cássia,56.8,43.2,,,,,,,
3547502,SP,Santa Rita do Passa Quatro,89.5,10.5,,,,,,,
3159605,MG,Santa Rita do Sapucaí,86.0,14.0,,,,,,,
3547601,SP,Santa Rosa de Viterbo,95.3,4.7,,,,,,,
3204609,ES,Santa Teresa,53.9,46.1,,,,,,,
4124053,PR,Santa Terezinha de Itaipu,90.4,9.6,,,,,,,
4317301,RS,Santa Vitória do Palmar,86.8,13.2,,,,,,,
2928000,BA,Santaluz,61.5,38.6,,,,,,,
2928208,BA,Santana,54.5,45.5,,,,,,,
2312007,CE,Santana do Acaraú,51.3,48.7,,,,,,,
2708006,AL,Santana do Ipanema,60.5,39.5,,,,,,,
3158953,MG,Santana do Paraíso,92.6,7.4,,,,,,,
4317400,RS,Santiago,91.2,8.8,,,,,,,
3547700,SP,Santo Anastácio,93.2,6.8,,,,,,,
2411502,RN,Santo Antônio,64.3,35.7,,,,,,,
4317608,RS,Santo Antônio da Patrulha,70.8,29.2,,,,,,,
4124103,PR,Santo Antônio da Platina,86.5,13.5,,,,,,,
3304706,RJ,Santo Antônio de Pádua,76.6,23.4,,,,,,,
3548005,SP,Santo Antônio de Posse,91.2,8.8,,,,,,,
1303700,AM,Santo Antônio do Içá,52.9,47.1,,,,,,,
3160405,MG,Santo Antônio do Monte,85.4,14.6,,,,,,,
1507003,PA,Santo Antônio do Tauá,55.8,44.3,,,,,,,
2928802,BA,Santo Estêvão,57.8,42.2,,,,,,,
3160702,MG,Santos Dumont,89.3,10.7,,,,,,,
2312304,CE,São Benedito,55.6,44.4,,,,,,,
2110500,MA,São Bento,57.7,42.3,,,,,,,
2513901,PB,São Bento,81.1,18.9,,,,,,,
2110609,MA,São Bernardo,44.6,55.4,,,,,,,
2613107,PE,São Caitano,76.8,23.2,,,,,,,
2928901,BA,São Desidério,31.2,68.8,,,,,,,
1507151,PA,São Domingos do Araguaia,66.0,34.1,,,,,,,
1507201,PA,São Domingos do Capim,22.1,77.9,,,,,,,
2110708,MA,São Domingos do Maranhão,51.5,48.5,,,,,,,
2929107,BA,São Felipe,48.4,51.6,,,,,,,
3304805,RJ,São Fidélis,79.1,21.0,,,,,,,
3304755,RJ,São Francisco de Itabapoana,51.0,49.0,,,,,,,
4318200,RS,São Francisco de Paula,63.3,36.7,,,,,,,
2929206,BA,São Francisco do Conde,82.6,17.5,,,,,,,
4216206,SC,São Francisco do Sul,92.9,7.1,,,,,,,
1303809,AM,São Gabriel da Cachoeira,50.3,49.7,,,,,,,
3204708,ES,São Gabriel da Palha,76.4,23.7,,,,,,,
5007695,MS,São Gabriel do Oeste,86.9,13.1,,,,,,,
1507458,PA,São Geraldo do Araguaia,53.1,46.9,,,,,,,
2312403,CE,São Gonçalo do Amarante,65.0,35.0,,,,,,,
3162005,MG,São Gonçalo do Sapucaí,82.6,17.4,,,,,,,
2929305,BA,São Gonçalo dos Campos,49.6,50.4,,,,,,,
3162104,MG,São Gotardo,94.5,5.5,,,,,,,
4318408,RS,São Jerônimo,77.1,23.0,,,,,,,
2613206,PE,São João,45.3,54.7,,,,,,,
4216305,SC,São João Batista,89.7,10.3,,,,,,,
3305000,RJ,São João da Barra,78.5,21.5,,,,,,,
3162401,MG,São João da Ponte,34.1,65.9,,,,,,,
1507474,PA,São João de Pirabas,50.8,49.2,,,,,,,
3162708,MG,São João do Paraíso,45.9,54.1,,,,,,,
2111102,MA,São João dos Patos,82.5,17.5,,,,,,,
3162906,MG,São João Nepomuceno,95.1,4.9,,,,,,,
4216503,SC,São Joaquim,70.8,29.2,,,,,,,
3549409,SP,São Joaquim da Barra,98.2,1.8,,,,,,,
3162922,MG,São Joaquim de Bicas,72.8,27.2,,,,,,,
2613305,PE,São Joaquim do Monte,68.9,31.1,,,,,,,
2708303,AL,São José da Laje,67.8,32.2,,,,,,,
2708402,AL,São José da Tapera,38.7,61.3,,,,,,,
2412203,RN,São José de Mipibu,45.8,54.2,,,,,,,
2613503,PE,São José do Belmonte,49.6,50.4,,,,,,,
2613602,PE,São José do Egito,65.9,34.2,,,,,,,
4318507,RS,São José do Norte,68.2,31.8,,,,,,,
3305158,RJ,São José do Vale do Rio Preto,44.5,55.5,,,,,,,
3163706,MG,São Lourenço,100.0,-,,,,,,,
4216909,SC,São Lourenço do Oeste,77.5,22.5,,,,,,,
4318804,RS,São Lourenço do Sul,56.2,43.8,,,,,,,
5220108,GO,São Luís de Montes Belos,88.5,11.5,,,,,,,
2708501,AL,São Luís do Quitunde,63.5,36.5,,,,,,,
2111409,MA,São Luís Gonzaga do Maranhão,39.2,60.8,,,,,,,
4318903,RS,São Luiz Gonzaga,88.3,11.7,,,,,,,
3550100,SP,São Manuel,97.6,2.4,,,,,,,
4319000,RS,São Marcos,87.5,12.5,,,,,,,
2111508,MA,São Mateus do Maranhão,73.5,26.6,,,,,,,
4125605,PR,São Mateus do Sul,62.3,37.7,,,,,,,
2412500,RN,São Miguel,65.4,34.6,,,,,,,
3550209,SP,São Miguel Arcanjo,68.4,31.6,,,,,,,
5220207,GO,São Miguel do Araguaia,79.3,20.7,,,,,,,
1100320,RO,São Miguel do Guaporé,38.8,61.2,,,,,,,
4125704,PR,São Miguel do Iguaçu,64.0,36.0,,,,,,,
4217204,SC,São Miguel do Oeste,88.3,11.7,,,,,,,
1303908,AM,São Paulo de Olivença,45.4,54.6,,,,,,,
3550407,SP,São Pedro,84.0,16.0,,,,,,,
2210607,PI,São Raimundo Nonato,65.8,34.2,,,,,,,
2708808,AL,São Sebastião,38.5,61.6,,,,,,,
1507706,PA,São Sebastião da Boa Vista,43.2,56.8,,,,,,,
4319505,RS,São Sebastião do Caí,80.3,19.7,,,,,,,
2929503,BA,São Sebastião do Passé,78.6,21.5,,,,,,,
4319604,RS,São Sepé,79.1,20.9,,,,,,,
2111706,MA,São Vicente Ferrer,26.0,74.0,,,,,,,
4320107,RS,Sarandi,84.3,15.7,,,,,,,
3165537,MG,Sarzedo,98.9,1.1,,,,,,,
2929909,BA,Seabra,48.5,51.5,,,,,,,
1200500,AC,Sena Madureira,66.0,34.0,,,,,,,
1200450,AC,Senador Guiomard,63.0,37.1,,,,,,,
2312700,CE,Senador Pompeu,59.3,40.7,,,,,,,
2930204,BA,Sento Sé,57.9,42.1,,,,,,,
2930154,BA,Serra do Ramalho,19.8,80.2,,,,,,,
3551603,SP,Serra Negra,86.8,13.2,,,,,,,
3551504,SP,Serrana,98.9,1.1,,,,,,,
3167103,MG,Serro,61.9,38.1,,,,,,,
2614105,PE,Sertânia,54.9,45.1,,,,,,,
5007901,MS,Sidrolândia,65.9,34.1,,,,,,,
3305604,RJ,Silva Jardim,75.5,24.5,,,,,,,
2807105,SE,Simão Dias,52.8,47.2,,,,,,,
2614204,PE,Sirinhaém,53.3,46.7,,,,,,,
2930774,BA,Sobradinho,90.9,9.1,,,,,,,
3552106,SP,Socorro,68.0,32.0,,,,,,,
2516003,PB,Solânea,72.4,27.6,,,,,,,
4320800,RS,Soledade,80.0,20.0,,,,,,,
4217709,SC,Sombrio,73.8,26.2,,,,,,,
3205010,ES,Sooretama,70.8,29.2,,,,,,,
1507904,PA,Soure,91.4,8.6,,,,,,,
2614600,PE,Tabira,74.8,25.2,,,,,,,
2313104,CE,Tabuleiro do Norte,64.4,35.6,,,,,,,
2614808,PE,Tacaratu,41.7,58.4,,,,,,,
3168002,MG,Taiobeiras,81.1,18.9,,,,,,,
2614857,PE,Tamandaré,73.2,26.8,,,,,,,
3553302,SP,Tambaú,88.9,11.1,,,,,,,
2313203,CE,Tamboril,55.8,44.2,,,,,,,
3553401,SP,Tanabi,90.4,9.6,,,,,,,
3305752,RJ,Tanguá,89.3,10.8,,,,,,,
2931004,BA,Tanhaçu,41.4,58.6,,,,,,,
4321303,RS,Taquari,83.8,16.2,,,,,,,
2615003,PE,Taquaritinga do Norte,72.1,27.9,,,,,,,
3553807,SP,Taquarituba,87.8,12.2,,,,,,,
1200609,AC,Tarauacá,54.4,45.6,,,,,,,
3554300,SP,Teodoro Sampaio,81.2,18.8,,,,,,,
2931509,BA,Teofilândia,31.2,68.9,,,,,,,
2709152,AL,Teotônio Vilela,84.5,15.5,,,,,,,
4321451,RS,Teutônia,85.5,14.5,,,,,,,
3554508,SP,Tietê,90.9,9.1,,,,,,,
4218004,SC,Tijucas,84.0,16.0,,,,,,,
2112100,MA,Timbiras,62.4,37.6,,,,,,,
4218202,SC,Timbó,93.3,6.7,,,,,,,
2807402,SE,Tobias Barreto,67.1,32.9,,,,,,,
1721208,TO,Tocantinópolis,81.0,19.0,,,,,,,
2615409,PE,Toritama,96.0,4.0,,,,,,,
4321501,RS,Torres,96.2,3.8,,,,,,,
2414407,RN,Touros,25.5,74.5,,,,,,,
1508035,PA,Tracuateua,26.4,73.6,,,,,,,
2709202,AL,Traipu,31.2,68.8,,,,,,,
4321600,RS,Tramandaí,97.6,2.4,,,,,,,
3554805,SP,Tremembé,90.1,9.9,,,,,,,
4321709,RS,Três Coroas,86.2,13.9,,,,,,,
4321808,RS,Três de Maio,79.9,20.1,,,,,,,
3169356,MG,Três Marias,94.8,5.2,,,,,,,
4321907,RS,Três Passos,79.5,20.5,,,,,,,
2615607,PE,Trindade,86.0,14.0,,,,,,,
4322004,RS,Triunfo,65.4,34.7,,,,,,,
1508084,PA,Tucumã,79.9,20.1,,,,,,,
2112308,MA,Tuntum,45.8,54.3,,,,,,,
3169604,MG,Tupaciguara,91.1,8.9,,,,,,,
2615805,PE,Tupanatinga,34.9,65.1,,,,,,,
4322202,RS,Tupanciretã,80.9,19.1,,,,,,,
2112407,MA,Turiaçu,32.2,67.8,,,,,,,
2112456,MA,Turilândia,45.3,54.7,,,,,,,
2932002,BA,Uauá,44.3,55.7,,,,,,,
2932200,BA,Ubaitaba,85.1,15.0,,,,,,,
2313609,CE,Ubajara,48.3,51.7,,,,,,,
2932309,BA,Ubatã,71.8,28.2,,,,,,,
4128005,PR,Ubiratã,85.3,14.7,,,,,,,
1508126,PA,Ulianópolis,65.8,34.2,,,,,,,
2807600,SE,Umbaúba,62.1,37.9,,,,,,,
2932507,BA,Una,62.3,37.7,,,,,,,
2211100,PI,União,49.2,50.9,,,,,,,
2112605,MA,Urbano Santos,70.7,29.3,,,,,,,
5221601,GO,Uruaçu,91.5,8.5,,,,,,,
1508159,PA,Uruará,54.5,45.5,,,,,,,
2211209,PI,Uruçuí,77.0,23.1,,,,,,,
4219002,SC,Urussanga,56.4,43.6,,,,,,,
2211308,PI,Valença do Piauí,77.7,22.3,,,,,,,
2933000,BA,Valente,54.9,45.1,,,,,,,
3556305,SP,Valparaíso,95.1,4.9,,,,,,,
2112704,MA,Vargem Grande,54.0,46.0,,,,,,,
3556404,SP,Vargem Grande do Sul,94.9,5.1,,,,,,,
3556453,SP,Vargem Grande Paulista,100.0,-,,,,,,,
2314003,CE,Várzea Alegre,62.2,37.8,,,,,,,
3170800,MG,Várzea da Palma,87.4,12.6,,,,,,,
3306206,RJ,Vassouras,67.4,32.6,,,,,,,
3205069,ES,Venda Nova do Imigrante,72.4,27.6,,,,,,,
2933208,BA,Vera Cruz,93.8,6.2,,,,,,,
4322707,RS,Vera Cruz,55.5,44.5,,,,,,,
4322806,RS,Veranópolis,87.0,13.0,,,,,,,
2112803,MA,Viana,54.4,45.6,,,,,,,
2616308,PE,Vicência,44.9,55.1,,,,,,,
2709400,AL,Viçosa,72.1,27.9,,,,,,,
4219309,SC,Videira,90.8,9.2,,,,,,,
1508209,PA,Vigia,67.6,32.4,,,,,,,
5108600,MT,Vila Rica,65.3,34.7,,,,,,,
3172004,MG,Visconde do Rio Branco,82.7,17.3,,,,,,,
2112902,MA,Vitória do Mearim,47.5,52.6,,,,,,,
2113009,MA,Vitorino Freire,51.1,48.9,,,,,,,
2933505,BA,Wenceslau Guimarães,33.9,66.2,,,,,,,
4219507,SC,Xanxerê,88.7,11.3,,,,,,,
4219705,SC,Xaxim,81.5,18.5,,,,,,,
1508407,PA,Xinguara,77.6,22.4,,,,,,,
2933604,BA,Xique-Xique,71.5,28.5,,,,,,,
,,De 50.001 a 100.000 ,81.0,19.0,,,,,,,
2600054,PE,Abreu e Lima,91.7,8.3,,,,,,,
1500206,PA,Acará,23.6,76.4,,,,,,,
2300200,CE,Acaraú,49.1,50.9,,,,,,,
2300309,CE,Acopiara,49.3,50.7,,,,,,,
2400208,RN,Açu,74.0,26.1,,,,,,,
4300406,RS,Alegrete,89.6,10.4,,,,,,,
1500404,PA,Alenquer,52.7,47.3,,,,,,,
3101607,MG,Alfenas,93.8,6.2,,,,,,,
1500602,PA,Altamira,84.9,15.1,,,,,,,
3501905,SP,Amparo,78.7,21.3,,,,,,,
3502101,SP,Andradina,93.3,6.7,,,,,,,
2301000,CE,Aquiraz,92.4,7.6,,,,,,,
2301109,CE,Aracati,63.7,36.3,,,,,,,
2902104,BA,Araci,38.0,62.0,,,,,,,
3200607,ES,Aracruz,87.3,12.7,,,,,,,
4201406,SC,Araranguá,82.4,17.6,,,,,,,
2601102,PE,Araripina,60.7,39.3,,,,,,,
3104007,MG,Araxá,98.5,1.5,,,,,,,
2601201,PE,Arcoverde,91.1,8.9,,,,,,,
1100023,RO,Ariquemes,84.7,15.3,,,,,,,
3503901,SP,Arujá,96.0,4.0,,,,,,,
3504008,SP,Assis,95.6,4.4,,,,,,,
3504503,SP,Avaré,95.7,4.3,,,,,,,
2101400,MA,Balsas,87.1,12.9,,,,,,,
2301901,CE,Barbalha,68.7,31.3,,,,,,,
1501303,PA,Barcarena,36.4,63.7,,,,,,,
2101608,MA,Barra do Corda,62.4,37.7,,,,,,,
5101803,MT,Barra do Garças,90.1,9.9,,,,,,,
3300308,RJ,Barra do Piraí,97.0,3.0,,,,,,,
2101707,MA,Barreirinhas,40.2,59.9,,,,,,,
3505906,SP,Batatais,88.4,11.6,,,,,,,
2501807,PB,Bayeux,99.1,0.9,,,,,,,
3506102,SP,Bebedouro,95.3,4.7,,,,,,,
2601706,PE,Belo Jardim,80.4,19.6,,,,,,,
1501501,PA,Benevides,56.0,44.0,,,,,,,
2601904,PE,Bezerros,84.8,15.2,,,,,,,
