Código do Município,Sigla da Unidade da Federação,"Municípios e classes de tamanho
da população dos municípios (habitantes)",Urbana,Rural,,,,,,,
2506509,PB,Gurjão,67.4,32.6,,,,,,,
3518909,SP,Guzolândia,84.6,15.4,,,,,,,
4309555,RS,Harmonia,57.7,42.3,,,,,,,
5209606,GO,Heitoraí,74.1,25.9,,,,,,,
4309571,RS,Herveiras,13.0,87.0,,,,,,,
5209804,GO,Hidrolina,74.0,26.0,,,,,,,
2204600,PI,Hugo Napoleão,82.2,17.9,,,,,,,
4309704,RS,Humaitá,59.2,40.8,,,,,,,
4309753,RS,Ibarama,24.1,75.9,,,,,,,
4309803,RS,Ibiaçá,60.5,39.5,,,,,,,
4206751,SC,Ibiam,35.7,64.3,,,,,,,
4206801,SC,Ibicaré,46.2,53.8,,,,,,,
2912608,BA,Ibiquera,50.6,49.4,,,,,,,
4309951,RS,Ibirapuitã,58.9,41.1,,,,,,,
3129905,MG,Ibitiúra de Minas,70.1,29.9,,,,,,,
3130002,MG,Ibituruna,86.7,13.3,,,,,,,
4110003,PR,Iguaraçu,89.4,10.6,,,,,,,
4110052,PR,Iguatu,64.4,35.6,,,,,,,
4310306,RS,Ilópolis,53.8,46.2,,,,,,,
4310363,RS,Imigrante,49.6,50.4,,,,,,,
4110300,PR,Inajá,92.4,7.6,,,,,,,
3520608,SP,Indiana,85.5,14.5,,,,,,,
4110409,PR,Indianópolis,73.2,26.8,,,,,,,
3520707,SP,Indiaporã,86.6,13.4,,,,,,,
5104500,MT,Indiavaí,74.3,25.7,,,,,,,
3130804,MG,Ingaí,62.0,38.0,,,,,,,
2607109,PE,Ingazeira,54.6,45.4,,,,,,,
4310413,RS,Inhacorá,59.4,40.6,,,,,,,
3520806,SP,Inúbia Paulista,87.5,12.5,,,,,,,
4207577,SC,Iomerê,33.1,66.9,,,,,,,
3131406,MG,Ipiaçu,91.1,8.9,,,,,,,
3521150,SP,Ipiguá,60.4,39.6,,,,,,,
4207601,SC,Ipira,53.1,47.0,,,,,,,
5210158,GO,Ipiranga de Goiás,44.7,55.3,,,,,,,
4310462,RS,Ipiranga do Sul,34.9,65.1,,,,,,,
3521200,SP,Iporanga,55.9,44.2,,,,,,,
2404804,RN,Ipueira,91.0,9.1,,,,,,,
1709807,TO,Ipueiras,58.5,41.6,,,,,,,
4110656,PR,Iracema do Oeste,77.7,22.3,,,,,,,
4207759,SC,Iraceminha,34.5,65.5,,,,,,,
4207858,SC,Irati,21.4,78.6,,,,,,,
5210307,GO,Israelândia,77.9,22.1,,,,,,,
2803104,SE,Itabi,55.4,44.7,,,,,,,
3132008,MG,Itacambira,20.2,79.8,,,,,,,
2607406,PE,Itacuruba,84.9,15.1,,,,,,,
4310553,RS,Itacurubi,34.4,65.6,,,,,,,
4110904,PR,Itaguajé,79.6,20.4,,,,,,,
5210562,GO,Itaguari,87.9,12.1,,,,,,,
3522000,SP,Itaju,72.7,27.3,,,,,,,
3132602,MG,Itamarati de Minas,78.7,21.3,,,,,,,
3132800,MG,Itambé do Mato Dentro,39.8,60.2,,,,,,,
3522158,SP,Itaóca,54.5,45.5,,,,,,,
3522653,SP,Itapirapuã Paulista,48.8,51.2,,,,,,,
1710904,TO,Itapiratins,54.2,45.8,,,,,,,
1711100,TO,Itaporã do Tocantins,63.9,36.1,,,,,,,
4310579,RS,Itapuca,23.8,76.2,,,,,,,
3523008,SP,Itapura,79.9,20.1,,,,,,,
4310652,RS,Itati,8.2,91.8,,,,,,,
4310702,RS,Itatiba do Sul,41.5,58.6,,,,,,,
5104559,MT,Itaúba,81.2,18.8,,,,,,,
1600253,AP,Itaubal,41.1,58.9,,,,,,,
4111308,PR,Itaúna do Sul,71.1,28.9,,,,,,,
3134509,MG,Itutinga,70.4,29.6,,,,,,,
4111605,PR,Ivatuba,76.2,23.8,,,,,,,
5211602,GO,Ivolândia,57.6,42.4,,,,,,,
4310751,RS,Ivorá,32.7,67.3,,,,,,,
4208609,SC,Jaborá,39.7,60.3,,,,,,,
4111704,PR,Jaboti,61.8,38.3,,,,,,,
4310850,RS,Jaboticaba,36.3,63.7,,,,,,,
4310876,RS,Jacuizinho,22.4,77.6,,,,,,,
4310900,RS,Jacutinga,70.8,29.2,,,,,,,
3135001,MG,Jaguaraçu,71.5,28.5,,,,,,,
3135308,MG,Japaraíba,64.7,35.3,,,,,,,
4112306,PR,Japira,55.7,44.3,,,,,,,
4311122,RS,Jaquirana,58.2,41.8,,,,,,,
2405504,RN,Jardim de Angicos,16.6,83.4,,,,,,,
2205250,PI,Jardim do Mulato,27.5,72.6,,,,,,,
4112603,PR,Jardim Olinda,71.0,29.0,,,,,,,
4208955,SC,Jardinópolis,45.2,54.8,,,,,,,
4311130,RS,Jari,17.2,82.9,,,,,,,
5005103,MS,Jateí,46.7,53.4,,,,,,,
2205276,PI,Jatobá do Piauí,19.1,80.9,,,,,,,
1711506,TO,Jaú do Tocantins,37.4,62.7,,,,,,,
5212006,GO,Jaupaci,78.6,21.4,,,,,,,
3525409,SP,Jeriquara,82.5,17.5,,,,,,,
2205300,PI,Jerumenha,56.2,43.8,,,,,,,
3135902,MG,Jesuânia,64.9,35.1,,,,,,,
5212055,GO,Jesúpolis,79.7,20.3,,,,,,,
2205359,PI,João Costa,23.7,76.3,,,,,,,
2405900,RN,João Dias,44.8,55.2,,,,,,,
3525607,SP,João Ramalho,85.4,14.6,,,,,,,
3136405,MG,Joaquim Felício,58.7,41.3,,,,,,,
4209151,SC,José Boiteux,34.1,65.9,,,,,,,
3136520,MG,José Gonçalves de Minas,25.0,75.0,,,,,,,
3136553,MG,José Raydan,35.8,64.2,,,,,,,
3136579,MG,Josenópolis,53.5,46.5,,,,,,,
1711803,TO,Juarina,46.3,53.7,,,,,,,
2205516,PI,Juazeiro do Piauí,31.1,68.9,,,,,,,
3525805,SP,Júlio Mesquita,95.1,4.9,,,,,,,
3525854,SP,Jumirim,58.0,42.0,,,,,,,
2105658,MA,Junco do Maranhão,70.1,29.9,,,,,,,
2406155,RN,Jundiá,26.8,73.2,,,,,,,
2703908,AL,Jundiá,67.3,32.7,,,,,,,
4112900,PR,Jundiaí do Sul,57.6,42.4,,,,,,,
4209177,SC,Jupiá,48.6,51.4,,,,,,,
3136801,MG,Juramento,55.2,44.8,,,,,,,
2205532,PI,Jurema,19.2,80.8,,,,,,,
4113106,PR,Kaloré,71.4,28.6,,,,,,,
4209201,SC,Lacerdópolis,52.8,47.3,,,,,,,
2918704,BA,Lafaiete Coutinho,53.9,46.1,,,,,,,
2508109,PB,Lagoa,49.2,50.8,,,,,,,
4311239,RS,Lagoa Bonita do Sul,14.4,85.6,,,,,,,
2406403,RN,Lagoa de Velhos,67.2,32.8,,,,,,,
2205565,PI,Lagoa do Barro do Piauí,22.0,78.0,,,,,,,
2205581,PI,Lagoa do Piauí,43.3,56.7,,,,,,,
2205599,PI,Lagoa do Sítio,35.5,64.5,,,,,,,
1711951,TO,Lagoa do Tocantins,72.0,28.0,,,,,,,
3137304,MG,Lagoa dos Patos,72.9,27.1,,,,,,,
4311270,RS,Lagoa dos Três Cantos,50.5,49.5,,,,,,,
5212253,GO,Lagoa Santa,61.9,38.1,,,,,,,
3526308,SP,Lagoinha,64.8,35.2,,,,,,,
2205540,PI,Lagoinha do Piauí,59.6,40.4,,,,,,,
1712009,TO,Lajeado,78.1,21.9,,,,,,,
4311429,RS,Lajeado do Bugre,28.4,71.6,,,,,,,
4209458,SC,Lajeado Grande,43.5,56.5,,,,,,,
2918902,BA,Lajedão,55.6,44.4,,,,,,,
2919009,BA,Lajedinho,31.6,68.4,,,,,,,
2406809,RN,Lajes Pintadas,51.8,48.2,,,,,,,
3137908,MG,Lamim,43.8,56.2,,,,,,,
2508406,PB,Lastro,47.0,53.0,,,,,,,
1712157,TO,Lavandeira,63.7,36.3,,,,,,,
3138302,MG,Leandro Ferreira,67.2,32.9,,,,,,,
3138351,MG,Leme do Prado,36.7,63.3,,,,,,,
4209805,SC,Leoberto Leal,24.4,75.6,,,,,,,
4113403,PR,Leópolis,57.9,42.1,,,,,,,
4113429,PR,Lidianópolis,51.5,48.5,,,,,,,
4209854,SC,Lindóia do Sul,41.6,58.4,,,,,,,
4311643,RS,Linha Nova,25.6,74.4,,,,,,,
1712405,TO,Lizarda,69.3,30.7,,,,,,,
4113601,PR,Lobato,93.3,6.7,,,,,,,
2508554,PB,Logradouro,43.7,56.3,,,,,,,
3527256,SP,Lourdes,82.0,18.1,,,,,,,
3527504,SP,Lucianópolis,79.2,20.9,,,,,,,
5105309,MT,Luciara,91.2,8.8,,,,,,,
2406908,RN,Lucrécia,62.8,37.2,,,,,,,
3527801,SP,Lupércio,88.8,11.2,,,,,,,
4113809,PR,Lupionópolis,88.8,11.2,,,,,,,
3527900,SP,Lutécia,79.5,20.5,,,,,,,
1712454,TO,Luzinópolis,63.9,36.1,,,,,,,
4311718,RS,Maçambará,27.7,72.4,,,,,,,
3528205,SP,Macedônia,75.8,24.2,,,,,,,
4210050,SC,Macieira,27.4,72.6,,,,,,,
3139102,MG,Madre de Deus de Minas,76.1,23.9,,,,,,,
2508703,PB,Mãe d'Água,39.0,61.0,,,,,,,
3528304,SP,Magda,83.0,17.0,,,,,,,
5212600,GO,Mairipotaba,66.1,33.9,,,,,,,
4210209,SC,Major Gercino,38.1,61.9,,,,,,,
2407252,RN,Major Sales,82.0,18.0,,,,,,,
2803807,SE,Malhada dos Bois,46.3,53.7,,,,,,,
4311734,RS,Mampituba,18.9,81.1,,,,,,,
4114351,PR,Manfrinópolis,20.9,79.2,,,,,,,
2704906,AL,Mar Vermelho,44.9,55.2,,,,,,,
3528700,SP,Marabá Paulista,44.5,55.5,,,,,,,
3528858,SP,Marapoama,83.5,16.5,,,,,,,
4311791,RS,Maratá,29.8,70.2,,,,,,,
2206001,PI,Marcos Parente,86.3,13.7,,,,,,,
4210555,SC,Marema,34.5,65.5,,,,,,,
4311981,RS,Mariana Pimentel,16.9,83.1,,,,,,,
4312005,RS,Mariano Moro,52.2,47.8,,,,,,,
1712504,TO,Marianópolis do Tocantins,54.8,45.2,,,,,,,
3528908,SP,Mariápolis,80.1,19.9,,,,,,,
3140100,MG,Marilac,81.1,18.9,,,,,,,
3529104,SP,Marinópolis,79.1,20.9,,,,,,,
3140209,MG,Maripá de Minas,81.3,18.7,,,,,,,
3140308,MG,Marliéria,70.9,29.1,,,,,,,
3140407,MG,Marmelópolis,52.5,47.5,,,,,,,
4312054,RS,Marques de Souza,38.0,62.0,,,,,,,
4115457,PR,Marquinho,10.5,89.5,,,,,,,
4115507,PR,Marumbi,68.2,31.8,,,,,,,
5212907,GO,Marzagão,87.1,12.9,,,,,,,
1712702,TO,Mateiros,63.7,36.3,,,,,,,
3140605,MG,Materlândia,43.8,56.2,,,,,,,
3171501,MG,Mathias Lobato,90.8,9.2,,,,,,,
2509339,PB,Matinhas,15.8,84.2,,,,,,,
4312138,RS,Mato Castelhano,21.1,78.9,,,,,,,
2509370,PB,Mato Grosso,44.5,55.6,,,,,,,
4312153,RS,Mato Leitão,41.9,58.1,,,,,,,
4312179,RS,Mato Queimado,26.6,73.4,,,,,,,
4115739,PR,Mato Rico,25.1,74.9,,,,,,,
4210704,SC,Matos Costa,51.6,48.4,,,,,,,
5212956,GO,Matrinchã,67.9,32.2,,,,,,,
3141207,MG,Matutina,71.6,28.4,,,,,,,
1712801,TO,Maurilândia do Tocantins,64.0,36.1,,,,,,,
4312203,RS,Maximiliano de Almeida,60.6,39.4,,,,,,,
3141306,MG,Medeiros,56.6,43.4,,,,,,,
3529500,SP,Mendonça,81.8,18.3,,,,,,,
3529609,SP,Meridiano,69.4,30.6,,,,,,,
3529658,SP,Mesópolis,77.8,22.2,,,,,,,
2407609,RN,Messias Targino,86.9,13.1,,,,,,,
2206308,PI,Miguel Leão,68.8,31.2,,,,,,,
5213053,GO,Mimoso de Goiás,46.3,53.7,,,,,,,
3141900,MG,Minduri,88.4,11.6,,,,,,,
3530003,SP,Mira Estrela,66.7,33.3,,,,,,,
4115903,PR,Mirador,67.9,32.1,,,,,,,
4312302,RS,Miraguaí,42.6,57.4,,,,,,,
4116000,PR,Miraselva,76.8,23.2,,,,,,,
3530409,SP,Mirassolândia,81.3,18.7,,,,,,,
3142254,MG,Miravânia,23.7,76.3,,,,,,,
4210852,SC,Mirim Doce,47.8,52.2,,,,,,,
4210902,SC,Modelo,66.6,33.5,,,,,,,
3142304,MG,Moeda,38.2,61.9,,,,,,,
5213400,GO,Moiporá,64.3,35.7,,,,,,,
3530904,SP,Mombuca,82.2,17.8,,,,,,,
3531001,SP,Monções,86.1,13.9,,,,,,,
3142502,MG,Monjolos,59.5,40.6,,,,,,,
2509503,PB,Montadas,63.3,36.8,,,,,,,
4312351,RS,Montauri,41.8,58.2,,,,,,,
4312377,RS,Monte Alegre dos Campos,20.8,79.2,,,,,,,
4312385,RS,Monte Belo do Sul,28.8,71.2,,,,,,,
3531605,SP,Monte Castelo,79.0,21.0,,,,,,,
2407906,RN,Monte das Gameleiras,56.7,43.3,,,,,,,
3143153,MG,Monte Formoso,36.5,63.5,,,,,,,
2509602,PB,Monte Horebe,55.5,44.5,,,,,,,
1713700,TO,Monte Santo do Tocantins,21.6,78.4,,,,,,,
3531704,SP,Monteiro Lobato,43.2,56.8,,,,,,,
5213772,GO,Montividiu do Norte,32.7,67.3,,,,,,,
4312427,RS,Mormaço,21.8,78.2,,,,,,,
4312443,RS,Morrinhos do Sul,40.9,59.2,,,,,,,
5213855,GO,Morro Agudo de Goiás,70.0,30.0,,,,,,,
2206654,PI,Morro Cabeça no Tempo,34.5,65.5,,,,,,,
3143609,MG,Morro da Garça,57.2,42.8,,,,,,,
3143708,MG,Morro do Pilar,75.9,24.1,,,,,,,
4211256,SC,Morro Grande,26.2,73.8,,,,,,,
3532058,SP,Motuca,72.5,27.6,,,,,,,
4312609,RS,Muçum,84.4,15.6,,,,,,,
4312617,RS,Muitos Capões,32.5,67.5,,,,,,,
4312625,RS,Muliterno,28.0,72.0,,,,,,,
4116307,PR,Munhoz de Melo,81.0,19.0,,,,,,,
1713957,TO,Muricilândia,57.1,42.9,,,,,,,
3532108,SP,Murutinga do Sul,61.5,38.5,,,,,,,
5214101,GO,Mutunópolis,66.0,34.0,,,,,,,
3144201,MG,Nacip Raydan,62.8,37.3,,,,,,,
3532157,SP,Nantes,89.8,10.2,,,,,,,
3532207,SP,Narandiba,72.4,27.6,,,,,,,
3144375,MG,Natalândia,75.3,24.7,,,,,,,
3144409,MG,Natércia,59.3,40.8,,,,,,,
1714302,TO,Nazaré,45.4,54.6,,,,,,,
4312674,RS,Nicolau Vergueiro,37.0,63.0,,,,,,,
3532702,SP,Nipoã,88.8,11.2,,,,,,,
4116406,PR,Nossa Senhora das Graças,83.0,17.1,,,,,,,
2206753,PI,Nossa Senhora de Nazaré,29.9,70.1,,,,,,,
4116505,PR,Nova Aliança do Ivaí,72.8,27.3,,,,,,,
4312757,RS,Nova Alvorada,41.9,58.1,,,,,,,
5214705,GO,Nova América,72.9,27.1,,,,,,,
4116604,PR,Nova América da Colina,72.6,27.4,,,,,,,
4312807,RS,Nova Araçá,72.0,28.0,,,,,,,
5214804,GO,Nova Aurora,90.8,9.2,,,,,,,
3144672,MG,Nova Belém,36.1,63.9,,,,,,,
4312955,RS,Nova Boa Vista,29.5,70.5,,,,,,,
5106208,MT,Nova Brasilândia,79.8,20.2,,,,,,,
4313003,RS,Nova Bréscia,47.5,52.5,,,,,,,
3532843,SP,Nova Canaã Paulista,41.6,58.4,,,,,,,
4313011,RS,Nova Candelária,25.8,74.2,,,,,,,
3532868,SP,Nova Castilho,66.3,33.7,,,,,,,
2107258,MA,Nova Colinas,45.2,54.8,,,,,,,
4211405,SC,Nova Erechim,75.1,24.9,,,,,,,
4313037,RS,Nova Esperança do Sul,77.1,23.0,,,,,,,
5108808,MT,Nova Guarita,39.3,60.7,,,,,,,
3533106,SP,Nova Guataporanga,86.8,13.2,,,,,,,
5214879,GO,Nova Iguaçu de Goiás,71.6,28.4,,,,,,,
3533205,SP,Nova Independência,79.7,20.3,,,,,,,
2107308,MA,Nova Iorque,62.7,37.3,,,,,,,
4211454,SC,Nova Itaberaba,35.9,64.1,,,,,,,
3533304,SP,Nova Luzitânia,89.7,10.3,,,,,,,
5108857,MT,Nova Marilândia,66.3,33.7,,,,,,,
3144904,MG,Nova Módica,61.4,38.6,,,,,,,
5106174,MT,Nova Nazaré,36.9,63.1,,,,,,,
4313086,RS,Nova Pádua,29.9,70.1,,,,,,,
2510303,PB,Nova Palmeira,58.5,41.5,,,,,,,
4313334,RS,Nova Ramada,27.5,72.5,,,,,,,
5214903,GO,Nova Roma,41.1,58.9,,,,,,,
4313359,RS,Nova Roma do Sul,47.4,52.6,,,,,,,
1715002,TO,Nova Rosalândia,65.5,34.5,,,,,,,
4117214,PR,Nova Santa Bárbara,83.9,16.1,,,,,,,
5106190,MT,Nova Santa Helena,57.3,42.7,,,,,,,
2207959,PI,Nova Santa Rita,16.8,83.2,,,,,,,
3533254,SP,Novais,91.1,9.0,,,,,,,
1715101,TO,Novo Acordo,82.0,18.1,,,,,,,
1715150,TO,Novo Alegre,74.3,25.7,,,,,,,
4313490,RS,Novo Barreiro,32.8,67.2,,,,,,,
5215207,GO,Novo Brasil,64.6,35.4,,,,,,,
4313391,RS,Novo Cabrais,14.1,85.9,,,,,,,
4211652,SC,Novo Horizonte,33.5,66.5,,,,,,,
5106273,MT,Novo Horizonte do Norte,47.4,52.6,,,,,,,
5006259,MS,Novo Horizonte do Sul,53.9,46.2,,,,,,,
4117297,PR,Novo Itacolomi,56.2,43.8,,,,,,,
1715259,TO,Novo Jardim,72.3,27.7,,,,,,,
4313425,RS,Novo Machado,39.6,60.4,,,,,,,
5215256,GO,Novo Planalto,65.4,34.6,,,,,,,
2206951,PI,Novo Santo Antônio,28.1,71.9,,,,,,,
5106315,MT,Novo Santo Antônio,67.1,32.9,,,,,,,
4313441,RS,Novo Tiradentes,28.7,71.3,,,,,,,
4313466,RS,Novo Xingu,31.5,68.5,,,,,,,
3145372,MG,Novorizonte,34.6,65.4,,,,,,,
3533700,SP,Ocauçu,79.9,20.2,,,,,,,
3145406,MG,Olaria,46.4,53.6,,,,,,,
3533809,SP,Óleo,66.0,34.0,,,,,,,
2207108,PI,Olho D'Água do Piauí,40.5,59.5,,,,,,,
2705903,AL,Olho d'Água Grande,24.3,75.7,,,,,,,
2408409,RN,Olho-d'Água do Borges,75.4,24.6,,,,,,,
3145505,MG,Olímpio Noronha,88.8,11.2,,,,,,,
2510501,PB,Olivedos,52.4,47.6,,,,,,,
1715507,TO,Oliveira de Fátima,78.8,21.2,,,,,,,
3145703,MG,Oliveira Fortes,55.4,44.6,,,,,,,
3145802,MG,Onça de Pitangui,49.7,50.3,,,,,,,
3534005,SP,Onda Verde,78.4,21.7,,,,,,,
3145851,MG,Oratórios,72.1,27.9,,,,,,,
3534500,SP,Oscar Bressane,82.7,17.3,,,,,,,
4117404,PR,Ourizona,90.1,9.9,,,,,,,
2408508,RN,Ouro Branco,69.3,30.7,,,,,,,
2510600,PB,Ouro Velho,69.9,30.1,,,,,,,
4211850,SC,Ouro Verde,31.5,68.5,,,,,,,
5215405,GO,Ouro Verde de Goiás,66.5,33.5,,,,,,,
2207306,PI,Paes Landim,58.5,41.5,,,,,,,
4211876,SC,Paial,19.1,80.9,,,,,,,
4313607,RS,Paim Filho,53.1,46.9,,,,,,,
3146404,MG,Paineiras,77.7,22.3,,,,,,,
4211892,SC,Painel,40.2,59.8,,,,,,,
3146602,MG,Paiva,78.2,21.8,,,,,,,
2207355,PI,Pajeú do Piauí,42.4,57.6,,,,,,,
5215652,GO,Palestina de Goiás,64.7,35.3,,,,,,,
4212056,SC,Palmeira,39.0,61.0,,,,,,,
2207405,PI,Palmeira do Piauí,35.3,64.7,,,,,,,
1715705,TO,Palmeirante,38.9,61.1,,,,,,,
5215801,GO,Palmelo,94.9,5.1,,,,,,,
5215900,GO,Palminópolis,75.9,24.1,,,,,,,
5216007,GO,Panamá,75.9,24.1,,,,,,,
2207553,PI,Paquetá,13.4,86.6,,,,,,,
4212239,SC,Paraíso,35.6,64.4,,,,,,,
2408607,RN,Paraná,20.8,79.2,,,,,,,
4118303,PR,Paranapoema,89.6,10.4,,,,,,,
3535903,SP,Paranapuã,89.0,11.0,,,,,,,
2510659,PB,Parari,55.7,44.4,,,,,,,
2408706,RN,Paraú,86.4,13.6,,,,,,,
2408805,RN,Parazinho,64.8,35.3,,,,,,,
4314035,RS,Pareci Novo,27.9,72.1,,,,,,,
1101450,RO,Parecis,36.9,63.1,,,,,,,
3536257,SP,Parisi,80.9,19.1,,,,,,,
3147501,MG,Passabém,57.3,42.7,,,,,,,
2409209,RN,Passagem,41.1,58.9,,,,,,,
2510709,PB,Passagem,49.7,50.3,,,,,,,
2207751,PI,Passagem Franca do Piauí,54.6,45.4,,,,,,,
3147808,MG,Passa-Vinte,62.8,37.2,,,,,,,
4212270,SC,Passos Maia,24.8,75.2,,,,,,,
4118451,PR,Pato Bragado,62.1,37.9,,,,,,,
1716307,TO,Pau D'Arco,63.2,36.8,,,,,,,
2207793,PI,Pau D'Arco do Piauí,14.8,85.2,,,,,,,
3536570,SP,Paulistânia,68.1,31.9,,,,,,,
3148400,MG,Paulistas,46.8,53.2,,,,,,,
4314134,RS,Paulo Bento,27.1,73.0,,,,,,,
2207850,PI,Pavussu,49.0,51.1,,,,,,,
2511004,PB,Pedra Branca,63.6,36.4,,,,,,,
3148806,MG,Pedra do Anta,65.1,34.9,,,,,,,
3148905,MG,Pedra do Indaiá,53.0,47.0,,,,,,,
3149002,MG,Pedra Dourada,59.4,40.6,,,,,,,
2409506,RN,Pedra Grande,33.0,67.0,,,,,,,
2805000,SE,Pedra Mole,40.3,59.8,,,,,,,
2409605,RN,Pedra Preta,38.2,61.8,,,,,,,
3536901,SP,Pedranópolis,62.2,37.8,,,,,,,
4314175,RS,Pedras Altas,34.7,65.3,,,,,,,
4212403,SC,Pedras Grandes,30.7,69.3,,,,,,,
3537156,SP,Pedrinhas Paulista,84.4,15.7,,,,,,,
3149200,MG,Pedrinópolis,83.9,16.1,,,,,,,
2207934,PI,Pedro Laurentino,34.0,66.0,,,,,,,
3149408,MG,Pedro Teixeira,54.1,45.9,,,,,,,
4314308,RS,Pejuçara,67.3,32.8,,,,,,,
3149507,MG,Pequeri,92.1,7.9,,,,,,,
3149606,MG,Pequi,72.5,27.6,,,,,,,
4212601,SC,Peritiba,49.6,50.4,,,,,,,
5216452,GO,Perolândia,63.0,37.0,,,,,,,
3150000,MG,Pescador,79.0,21.1,,,,,,,
3150109,MG,Piau,58.8,41.2,,,,,,,
3150208,MG,Piedade de Ponte Nova,78.2,21.8,,,,,,,
3150307,MG,Piedade do Rio Grande,73.8,26.2,,,,,,,
3150406,MG,Piedade dos Gerais,45.7,54.3,,,,,,,
5216908,GO,Pilar de Goiás,43.3,56.7,,,,,,,
2410009,RN,Pilões,73.4,26.6,,,,,,,
1101468,RO,Pimenteiras do Oeste,55.8,44.2,,,,,,,
2707008,AL,Pindoba,57.1,42.9,,,,,,,
1717008,TO,Pindorama do Tocantins,65.4,34.6,,,,,,,
3150539,MG,Pingo-d'Água,91.3,8.7,,,,,,,
4314456,RS,Pinhal,51.3,48.7,,,,,,,
4314464,RS,Pinhal da Serra,22.4,77.6,,,,,,,
4119251,PR,Pinhal de São Bento,44.4,55.6,,,,,,,
4314472,RS,Pinhal Grande,42.4,57.6,,,,,,,
4314498,RS,Pinheirinho do Vale,20.4,79.7,,,,,,,
4213005,SC,Pinheiro Preto,54.0,46.0,,,,,,,
3538303,SP,Piquerobi,75.5,24.5,,,,,,,
3150703,MG,Pirajuba,88.7,11.3,,,,,,,
4314555,RS,Pirapó,28.2,71.8,,,,,,,
1717206,TO,Piraquê,38.4,61.6,,,,,,,
4213104,SC,Piratuba,59.7,40.4,,,,,,,
4119657,PR,Pitangueiras,72.5,27.5,,,,,,,
4119707,PR,Planaltina do Paraná,67.7,32.3,,,,,,,
3539608,SP,Planalto,84.4,15.6,,,,,,,
4213153,SC,Planalto Alegre,40.2,59.8,,,,,,,
5106455,MT,Planalto da Serra,75.4,24.7,,,,,,,
3539707,SP,Platina,78.7,21.3,,,,,,,
2512036,PB,Poço Dantas,26.1,74.0,,,,,,,
4314753,RS,Poço das Antas,42.7,57.3,,,,,,,
2512077,PB,Poço de José de Moura,35.8,64.2,,,,,,,
3540101,SP,Pongaí,84.0,16.0,,,,,,,
3540259,SP,Pontalinda,83.0,17.0,,,,,,,
4314779,RS,Pontão,40.4,59.6,,,,,,,
4213302,SC,Ponte Alta,73.1,26.9,,,,,,,
1717800,TO,Ponte Alta do Bom Jesus,55.0,45.0,,,,,,,
4213351,SC,Ponte Alta do Norte,91.0,9.0,,,,,,,
5106703,MT,Ponte Branca,85.4,14.7,,,,,,,
4314787,RS,Ponte Preta,29.3,70.7,,,,,,,
3540309,SP,Pontes Gestal,84.3,15.7,,,,,,,
3152131,MG,Ponto Chique,65.1,34.9,,,,,,,
3540408,SP,Populina,80.8,19.2,,,,,,,
5218052,GO,Porteirão,87.5,12.5,,,,,,,
5218102,GO,Portelândia,81.0,19.0,,,,,,,
2208551,PI,Porto Alegre do Piauí,70.4,29.6,,,,,,,
1718006,TO,Porto Alegre do Tocantins,68.6,31.4,,,,,,,
4120101,PR,Porto Amazonas,65.3,34.7,,,,,,,
4120150,PR,Porto Barreiro,18.9,81.1,,,,,,,
5106851,MT,Porto Estrela,40.2,59.8,,,,,,,
4315057,RS,Porto Mauá,37.5,62.5,,,,,,,
4120200,PR,Porto Rico,69.7,30.3,,,,,,,
4315073,RS,Porto Vera Cruz,23.8,76.2,,,,,,,
4120309,PR,Porto Vitória,55.6,44.4,,,,,,,
4315131,RS,Pouso Novo,33.7,66.3,,,,,,,
3540853,SP,Pracinha,47.9,52.1,,,,,,,
1600550,AP,Pracuúba,49.6,50.4,,,,,,,
4120333,PR,Prado Ferreira,87.8,12.2,,,,,,,
2512200,PB,Prata,63.4,36.6,,,,,,,
2208601,PI,Prata do Piauí,82.7,17.3,,,,,,,
3541059,SP,Pratânia,75.8,24.2,,,,,,,
3153004,MG,Pratinha,53.9,46.1,,,,,,,
3541109,SP,Presidente Alves,83.2,16.8,,,,,,,
4213906,SC,Presidente Castello Branco,32.1,67.9,,,,,,,
4120408,PR,Presidente Castelo Branco,87.7,12.3,,,,,,,
3153202,MG,Presidente Juscelino,47.2,52.8,,,,,,,
1718402,TO,Presidente Kennedy,87.7,12.3,,,,,,,
3153301,MG,Presidente Kubitschek,68.2,31.8,,,,,,,
4315149,RS,Presidente Lucena,60.8,39.2,,,,,,,
4214102,SC,Presidente Nereu,35.4,64.6,,,,,,,
1101476,RO,Primavera de Rondônia,36.4,63.6,,,,,,,
4214151,SC,Princesa,36.4,63.6,,,,,,,
5218391,GO,Professor Jamil,69.8,30.2,,,,,,,
4315172,RS,Protásio Alves,21.4,78.7,,,,,,,
1718451,TO,Pugmil,84.6,15.4,,,,,,,
4315206,RS,Putinga,38.1,61.9,,,,,,,
3541653,SP,Quadra,25.6,74.4,,,,,,,
3153707,MG,Quartel Geral,83.7,16.3,,,,,,,
4120655,PR,Quarto Centenário,60.0,40.0,,,,,,,
4315313,RS,Quatro Irmãos,51.6,48.4,,,,,,,
4120853,PR,Quatro Pontes,64.1,35.9,,,,,,,
3541802,SP,Queiroz,84.9,15.1,,,,,,,
3153806,MG,Queluzito,45.5,54.5,,,,,,,
4315321,RS,Quevedos,31.4,68.6,,,,,,,
4315354,RS,Quinze de Novembro,53.7,46.3,,,,,,,
2512606,PB,Quixabá,37.3,62.7,,,,,,,
