AREA Code,AREA,/ITEMS,A1101_Total population (Both sexes)[person],Annotation,A1801_Densely inhabited districts population[person],Annotation,A1802_Densely inhabited districts area[km2],Annotation
25441,Shiga-ken Toyosato-cho,,"7,422",,-,,-,
25442,Shiga-ken Kora-cho,,"7,039",,-,,-,
25443,Shiga-ken Taga-cho,,"7,355",,-,,-,
26100,Kyoto-fu Kyoto-shi,,"1,475,183",,"1,407,087",,143.62,
26101,Kyoto-fu Kyoto-shi Kita-ku,,"119,474",,"112,285",,11.20,
26102,Kyoto-fu Kyoto-shi Kamigyo-ku,,"85,113",,"85,113",,7.03,
26103,Kyoto-fu Kyoto-shi Sakyo-ku,,"168,266",,"151,585",,17.59,
26104,Kyoto-fu Kyoto-shi Nakagyo-ku,,"109,341",,"109,341",,7.41,
26105,Kyoto-fu Kyoto-shi Higashiyama-ku,,"39,044",,"38,739",,5.20,
26106,Kyoto-fu Kyoto-shi Shimogyo-ku,,"82,668",,"82,668",,6.78,
26107,Kyoto-fu Kyoto-shi Minami-ku,,"99,927",,"99,130",,14.20,
26108,Kyoto-fu Kyoto-shi Ukyo-ku,,"204,262",,"193,425",,16.78,
26109,Kyoto-fu Kyoto-shi Fushimi-ku,,"280,655",,"266,480",,30.54,
26110,Kyoto-fu Kyoto-shi Yamashina-ku,,"135,471",,"129,242",,11.99,
26111,Kyoto-fu Kyoto-shi Nishikyo-ku,,"150,962",,"139,079",,14.90,
26201,Kyoto-fu Fukuchiyama-shi,,"78,935",,"38,022",,12.52,
26202,Kyoto-fu Maizuru-shi,,"83,990",,"58,260",,17.02,
26203,Kyoto-fu Ayabe-shi,,"33,821",,"12,046",,3.48,
26204,Kyoto-fu Uji-shi,,"184,678",,"180,546",,22.35,
26205,Kyoto-fu Miyazu-shi,,"18,426",,"5,822",,1.65,
26206,Kyoto-fu Kameoka-shi,,"89,479",,"61,048",,8.40,
26207,Kyoto-fu Joyo-shi,,"76,869",,"69,223",,7.17,
26208,Kyoto-fu Muko-shi,,"53,380",,"53,107",,5.94,
26209,Kyoto-fu Nagaokakyo-shi,,"80,090",,"78,900",,9.69,
26210,Kyoto-fu Yawata-shi,,"72,664",,"66,888",,7.60,
26211,Kyoto-fu Kyotanabe-shi,,"70,835",,"54,480",,6.22,
26212,Kyoto-fu Kyotango-shi,,"55,054",,"5,258",,1.76,
26213,Kyoto-fu Nantan-shi,,"33,145",,"7,311",,1.95,
26214,Kyoto-fu Kizugawa-shi,,"72,840",,"37,648",,5.20,
26303,Kyoto-fu Oyamazaki-cho,,"15,181",,"14,421",,2.90,
26322,Kyoto-fu Kumiyama-cho,,"15,805",,"11,737",,3.19,
26343,Kyoto-fu Ide-cho,,"7,910",,-,,-,
26344,Kyoto-fu Ujitawara-cho,,"9,319",,-,,-,
26364,Kyoto-fu Kasagi-cho,,"1,368",,-,,-,
26365,Kyoto-fu Wazuka-cho,,"3,956",,-,,-,
26366,Kyoto-fu Seika-cho,,"36,376",,"19,365",,2.67,
26367,Kyoto-fu Minamiyamashiro-mura,,"2,652",,-,,-,
26407,Kyoto-fu Kyotamba-cho,,"14,453",,-,,-,
26463,Kyoto-fu Ine-cho,,"2,110",,-,,-,
26465,Kyoto-fu Yosano-cho,,"21,834",,-,,-,
27100,Osaka-fu Osaka-shi,,"2,691,185",,"2,690,732",,224.22,
27102,Osaka-fu Osaka-shi Miyakojima-ku,,"104,727",,"104,727",,6.08,
27103,Osaka-fu Osaka-shi Fukushima-ku,,"72,484",,"72,484",,4.67,
27104,Osaka-fu Osaka-shi Konohana-ku,,"66,656",,"66,656",,19.25,
27106,Osaka-fu Osaka-shi Nishi-ku,,"92,430",,"92,430",,5.21,
27107,Osaka-fu Osaka-shi Minato-ku,,"82,035",,"82,035",,7.86,
27108,Osaka-fu Osaka-shi Taisho-ku,,"65,141",,"65,141",,9.43,
27109,Osaka-fu Osaka-shi Tennoji-ku,,"75,729",,"75,729",,4.84,
27111,Osaka-fu Osaka-shi Naniwa-ku,,"69,766",,"69,766",,4.39,
27113,Osaka-fu Osaka-shi Nishiyodogawa-ku,,"95,490",,"95,490",,14.22,
27114,Osaka-fu Osaka-shi Higashiyodogawa-ku,,"175,530",,"175,530",,13.27,
27115,Osaka-fu Osaka-shi Higashinari-ku,,"80,563",,"80,563",,4.54,
27116,Osaka-fu Osaka-shi Ikuno-ku,,"130,167",,"130,167",,8.37,
27117,Osaka-fu Osaka-shi Asahi-ku,,"91,608",,"91,608",,6.32,
27118,Osaka-fu Osaka-shi Joto-ku,,"164,697",,"164,697",,8.38,
27119,Osaka-fu Osaka-shi Abeno-ku,,"107,626",,"107,626",,5.98,
27120,Osaka-fu Osaka-shi Sumiyoshi-ku,,"154,239",,"154,239",,9.40,
27121,Osaka-fu Osaka-shi Higashisumiyoshi-ku,,"126,299",,"126,299",,9.75,
27122,Osaka-fu Osaka-shi Nishinari-ku,,"111,883",,"111,883",,7.37,
27123,Osaka-fu Osaka-shi Yodogawa-ku,,"176,201",,"176,201",,12.64,
27124,Osaka-fu Osaka-shi Tsurumi-ku,,"111,557",,"111,557",,8.17,
27125,Osaka-fu Osaka-shi Suminoe-ku,,"122,988",,"122,988",,20.61,
27126,Osaka-fu Osaka-shi Hirano-ku,,"196,633",,"196,180",,14.26,
27127,Osaka-fu Osaka-shi Kita-ku,,"123,667",,"123,667",,10.34,
27128,Osaka-fu Osaka-shi Chuo-ku,,"93,069",,"93,069",,8.87,
27140,Osaka-fu Sakai-shi,,"839,310",,"798,538",,108.09,
27141,Osaka-fu Sakai-shi Sakai-ku,,"148,205",,"148,205",,23.65,
27142,Osaka-fu Sakai-shi Naka-ku,,"124,543",,"116,775",,14.50,
27143,Osaka-fu Sakai-shi Higashi-ku,,"85,189",,"82,910",,8.50,
27144,Osaka-fu Sakai-shi Nishi-ku,,"135,746",,"133,634",,26.61,
27145,Osaka-fu Sakai-shi Minami-ku,,"147,626",,"129,995",,15.91,
27146,Osaka-fu Sakai-shi Kita-ku,,"158,845",,"157,032",,14.40,
27147,Osaka-fu Sakai-shi Mihara-ku,,"39,156",,"29,987",,4.51,
27202,Osaka-fu Kishiwada-shi,,"194,911",,"176,899",,26.20,
27203,Osaka-fu Toyonaka-shi,,"395,479",,"395,479",,36.39,
27204,Osaka-fu Ikeda-shi,,"103,069",,"93,349",,9.78,
27205,Osaka-fu Suita-shi,,"374,468",,"374,468",,36.09,
27206,Osaka-fu Izumiotsu-shi,,"75,897",,"75,897",,14.31,
27207,Osaka-fu Takatsuki-shi,,"351,829",,"339,094",,33.00,
27208,Osaka-fu Kaizuka-shi,,"88,694",,"76,604",,12.48,
27209,Osaka-fu Moriguchi-shi,,"143,042",,"143,042",,12.71,
27210,Osaka-fu Hirakata-shi,,"404,152",,"391,023",,40.81,
27211,Osaka-fu Ibaraki-shi,,"280,033",,"269,111",,27.91,
27212,Osaka-fu Yao-shi,,"268,800",,"264,824",,31.17,
27213,Osaka-fu Izumisano-shi,,"100,966",,"82,197",,17.77,
27214,Osaka-fu Tondabayashi-shi,,"113,984",,"89,373",,12.70,
27215,Osaka-fu Neyagawa-shi,,"237,518",,"231,360",,19.32,
27216,Osaka-fu Kawachinagano-shi,,"106,987",,"79,196",,11.57,
27217,Osaka-fu Matsubara-shi,,"120,750",,"118,975",,13.70,
27218,Osaka-fu Daito-shi,,"123,217",,"121,560",,12.07,
27219,Osaka-fu Izumi-shi,,"186,109",,"154,239",,18.86,
27220,Osaka-fu Minoh-shi,,"133,411",,"126,062",,15.04,
27221,Osaka-fu Kashiwara-shi,,"71,112",,"64,666",,8.13,
27222,Osaka-fu Habikino-shi,,"112,683",,"101,209",,12.63,
27223,Osaka-fu Kadoma-shi,,"123,576",,"123,576",,12.30,
27224,Osaka-fu Settsu-shi,,"85,007",,"84,738",,12.44,
27225,Osaka-fu Takaishi-shi,,"56,529",,"56,529",,11.30,
27226,Osaka-fu Fujiidera-shi,,"65,438",,"65,438",,8.89,
27227,Osaka-fu Higashiosaka-shi,,"502,784",,"501,649",,49.50,
27228,Osaka-fu Sennan-shi,,"62,438",,"49,847",,11.63,
27229,Osaka-fu Shijonawate-shi,,"56,075",,"46,332",,4.34,
27230,Osaka-fu Katano-shi,,"76,435",,"65,304",,7.92,
27231,Osaka-fu Osakasayama-shi,,"57,792",,"51,117",,6.53,
27232,Osaka-fu Hannan-shi,,"54,276",,"36,022",,5.62,
27301,Osaka-fu Shimamoto-cho,,"29,983",,"29,116",,3.38,
27321,Osaka-fu Toyono-cho,,"19,934",,"10,931",,1.63,
27322,Osaka-fu Nose-cho,,"10,256",,-,,-,
27341,Osaka-fu Tadaoka-cho,,"17,298",,"17,298",,3.97,
27361,Osaka-fu Kumatori-cho,,"44,435",,"36,363",,6.45,
27362,Osaka-fu Tajiri-cho,,"8,417",,"7,039",,2.71,
27366,Osaka-fu Misaki-cho,,"15,938",,-,,-,
27381,Osaka-fu Taishi-cho,,"13,748",,"10,015",,1.82,
27382,Osaka-fu Kanan-cho,,"16,126",,"6,319",,1.11,
27383,Osaka-fu Chihayaakasaka-mura,,"5,378",,-,,-,
28100,Hyogo-ken Kobe-shi,,"1,537,272",,"1,443,793",,157.94,
28101,Hyogo-ken Kobe-shi Higashinada-ku,,"213,634",,"212,083",,22.31,
28102,Hyogo-ken Kobe-shi Nada-ku,,"136,088",,"134,998",,11.35,
28105,Hyogo-ken Kobe-shi Hyogo-ku,,"106,956",,"105,566",,9.06,
28106,Hyogo-ken Kobe-shi Nagata-ku,,"97,912",,"97,558",,9.27,
28107,Hyogo-ken Kobe-shi Suma-ku,,"162,468",,"158,858",,17.29,
28108,Hyogo-ken Kobe-shi Tarumi-ku,,"219,474",,"208,533",,20.49,
28109,Hyogo-ken Kobe-shi Kita-ku,,"219,805",,"180,335",,21.74,
28110,Hyogo-ken Kobe-shi Chuo-ku,,"135,153",,"134,546",,18.13,
28111,Hyogo-ken Kobe-shi Nishi-ku,,"245,782",,"211,316",,28.30,
28201,Hyogo-ken Himeji-shi,,"535,664",,"390,211",,93.42,
28202,Hyogo-ken Amagasaki-shi,,"452,563",,"452,563",,50.72,
28203,Hyogo-ken Akashi-shi,,"293,409",,"279,870",,37.05,
28204,Hyogo-ken Nishinomiya-shi,,"487,850",,"451,372",,39.75,
28205,Hyogo-ken Sumoto-shi,,"44,258",,"10,645",,2.83,
28206,Hyogo-ken Ashiya-shi,,"95,350",,"87,036",,7.74,
28207,Hyogo-ken Itami-shi,,"196,883",,"196,879",,24.92,
28208,Hyogo-ken Aioi-shi,,"30,129",,"16,640",,3.68,
28209,Hyogo-ken Toyooka-shi,,"82,250",,"16,809",,3.86,
28210,Hyogo-ken Kakogawa-shi,,"267,435",,"212,490",,41.26,
28212,Hyogo-ken Ako-shi,,"48,567",,"30,912",,6.45,
28213,Hyogo-ken Nishiwaki-shi,,"40,866",,"15,144",,4.45,
28214,Hyogo-ken Takarazuka-shi,,"224,903",,"214,944",,24.76,
28215,Hyogo-ken Miki-shi,,"77,178",,"51,323",,9.41,
28216,Hyogo-ken Takasago-shi,,"91,030",,"81,105",,19.55,
28217,Hyogo-ken Kawanishi-shi,,"156,375",,"149,526",,20.37,
28218,Hyogo-ken Ono-shi,,"48,580",,"15,874",,3.26,
28219,Hyogo-ken Sanda-shi,,"112,691",,"82,412",,10.71,
28220,Hyogo-ken Kasai-shi,,"44,313",,"8,584",,1.94,
28221,Hyogo-ken Tambasasayama-shi,,"41,490",,-,,-,
28222,Hyogo-ken Yabu-shi,,"24,288",,-,,-,
28223,Hyogo-ken Tamba-shi,,"64,660",,-,,-,
28224,Hyogo-ken Minamiawaji-shi,,"46,912",,-,,-,
28225,Hyogo-ken Asago-shi,,"30,805",,-,,-,
28226,Hyogo-ken Awaji-shi,,"43,977",,-,,-,
28227,Hyogo-ken Shiso-shi,,"37,773",,-,,-,
28228,Hyogo-ken Kato-shi,,"40,310",,"5,537",,1.19,
28229,Hyogo-ken Tatsuno-shi,,"77,419",,"12,422",,3.19,
28301,Hyogo-ken Inagawa-cho,,"30,838",,"15,768",,2.75,
28365,Hyogo-ken Taka-cho,,"21,200",,-,,-,
28381,Hyogo-ken Inami-cho,,"31,020",,"7,354",,1.19,
28382,Hyogo-ken Harima-cho,,"33,739",,"33,169",,7.93,
28442,Hyogo-ken Ichikawa-cho,,"12,300",,-,,-,
28443,Hyogo-ken Fukusaki-cho,,"19,738",,-,,-,
28446,Hyogo-ken Kamikawa-cho,,"11,452",,-,,-,
28464,Hyogo-ken Taishi-cho,,"33,690",,"16,407",,3.27,
28481,Hyogo-ken Kamigori-cho,,"15,224",,-,,-,
28501,Hyogo-ken Sayo-cho,,"17,510",,-,,-,
28585,Hyogo-ken Kami-cho,,"18,070",,-,,-,
28586,Hyogo-ken Shinonsen-cho,,"14,819",,-,,-,
29201,Nara-ken Nara-shi,,"360,310",,"308,006",,45.68,
29202,Nara-ken Yamatotakada-shi,,"64,817",,"47,265",,6.94,
29203,Nara-ken Yamatokoriyama-shi,,"87,050",,"65,927",,11.06,
29204,Nara-ken Tenri-shi,,"67,398",,"27,186",,5.64,
29205,Nara-ken Kashihara-shi,,"124,111",,"95,634",,13.78,
29206,Nara-ken Sakurai-shi,,"57,244",,"22,995",,4.56,
29207,Nara-ken Gojo-shi,,"30,997",,"8,231",,2.52,
29208,Nara-ken Gose-shi,,"26,868",,"9,405",,2.30,
29209,Nara-ken Ikoma-shi,,"118,233",,"96,070",,13.64,
29210,Nara-ken Kashiba-shi,,"77,561",,"59,267",,9.31,
29211,Nara-ken Katsuragi-shi,,"36,635",,"16,060",,2.80,
29212,Nara-ken Uda-shi,,"31,105",,-,,-,
29322,Nara-ken Yamazoe-mura,,"3,674",,-,,-,
29342,Nara-ken Heguri-cho,,"18,883",,-,,-,
29343,Nara-ken Sango-cho,,"23,571",,"21,900",,3.89,
29344,Nara-ken Ikaruga-cho,,"27,303",,"23,570",,4.14,
29345,Nara-ken Ando-cho,,"7,443",,-,,-,
29361,Nara-ken Kawanishi-cho,,"8,485",,-,,-,
29362,Nara-ken Miyake-cho,,"6,836",,-,,-,
29363,Nara-ken Tawaramoto-cho,,"31,691",,"18,604",,3.49,
29385,Nara-ken Soni-mura,,"1,549",,-,,-,
29386,Nara-ken Mitsue-mura,,"1,759",,-,,-,
29401,Nara-ken Takatori-cho,,"7,195",,-,,-,
29402,Nara-ken Asuka-mura,,"5,523",,-,,-,
29424,Nara-ken Kammaki-cho,,"22,054",,"14,919",,2.13,
29425,Nara-ken Oji-cho,,"23,025",,"18,579",,3.36,
29426,Nara-ken Koryo-cho,,"33,487",,"21,152",,3.40,
29427,Nara-ken Kawai-cho,,"17,941",,"8,960",,1.56,
29441,Nara-ken Yoshino-cho,,"7,399",,-,,-,
29442,Nara-ken Oyodo-cho,,"18,069",,-,,-,
29443,Nara-ken Shimoichi-cho,,"5,664",,-,,-,
29444,Nara-ken Kurotaki-mura,,660,,-,,-,
29446,Nara-ken Tenkawa-mura,,"1,354",,-,,-,
29447,Nara-ken Nosegawa-mura,,449,,-,,-,
29449,Nara-ken Totsukawa-mura,,"3,508",,-,,-,
29450,Nara-ken Shimokitayama-mura,,895,,-,,-,
29451,Nara-ken Kamikitayama-mura,,512,,-,,-,
29452,Nara-ken Kawakami-mura,,"1,313",,-,,-,
29453,Nara-ken Higashiyoshino-mura,,"1,745",,-,,-,
30201,Wakayama-ken Wakayama-shi,,"364,154",,"275,582",,63.05,
30202,Wakayama-ken Kainan-shi,,"51,860",,"17,231",,5.56,
30203,Wakayama-ken Hashimoto-shi,,"63,621",,-,,-,
30204,Wakayama-ken Arida-shi,,"28,470",,"6,665",,3.57,
30205,Wakayama-ken Gobo-shi,,"24,801",,"6,224",,1.77,
30206,Wakayama-ken Tanabe-shi,,"74,770",,"30,925",,6.82,
30207,Wakayama-ken Shingu-shi,,"29,331",,"16,311",,3.77,
30208,Wakayama-ken Kinokawa-shi,,"62,616",,-,,-,
30209,Wakayama-ken Iwade-shi,,"53,452",,-,,-,
30304,Wakayama-ken Kimino-cho,,"9,206",,-,,-,
30341,Wakayama-ken Katsuragi-cho,,"16,992",,-,,-,
30343,Wakayama-ken Kudoyama-cho,,"4,377",,-,,-,
30344,Wakayama-ken Koya-cho,,"3,352",,-,,-,
30361,Wakayama-ken Yuasa-cho,,"12,200",,"5,825",,1.34,
30362,Wakayama-ken Hirogawa-cho,,"7,224",,-,,-,
30366,Wakayama-ken Aridagawa-cho,,"26,361",,-,,-,
30381,Wakayama-ken Mihama-cho,,"7,480",,-,,-,
30382,Wakayama-ken Hidaka-cho,,"7,641",,-,,-,
30383,Wakayama-ken Yura-cho,,"5,837",,-,,-,
30390,Wakayama-ken Inami-cho,,"8,068",,-,,-,
30391,Wakayama-ken Minabe-cho,,"12,742",,-,,-,
30392,Wakayama-ken Hidakagawa-cho,,"9,776",,-,,-,
30401,Wakayama-ken Shirahama-cho,,"21,533",,-,,-,
30404,Wakayama-ken Kamitonda-cho,,"14,989",,-,,-,
30406,Wakayama-ken Susami-cho,,"4,127",,-,,-,
30421,Wakayama-ken Nachikatsuura-cho,,"15,682",,-,,-,
30422,Wakayama-ken Taiji-cho,,"3,087",,-,,-,
30424,Wakayama-ken Kozagawa-cho,,"2,826",,-,,-,
30427,Wakayama-ken Kitayama-mura,,446,,-,,-,
30428,Wakayama-ken Kushimoto-cho,,"16,558",,-,,-,
31201,Tottori-ken Tottori-shi,,"193,717",,"100,756",,19.03,
31202,Tottori-ken Yonago-shi,,"149,313",,"77,543",,17.79,
31203,Tottori-ken Kurayoshi-shi,,"49,044",,"17,269",,5.70,
31204,Tottori-ken Sakaiminato-shi,,"34,174",,"16,491",,6.76,
31302,Tottori-ken Iwami-cho,,"11,485",,-,,-,
31325,Tottori-ken Wakasa-cho,,"3,269",,-,,-,
31328,Tottori-ken Chizu-cho,,"7,154",,-,,-,
31329,Tottori-ken Yazu-cho,,"16,985",,-,,-,
31364,Tottori-ken Misasa-cho,,"6,490",,-,,-,
31370,Tottori-ken Yurihama-cho,,"16,550",,-,,-,
31371,Tottori-ken Kotoura-cho,,"17,416",,-,,-,
31372,Tottori-ken Hokuei-cho,,"14,820",,-,,-,
31384,Tottori-ken Hiezu-son,,"3,439",,-,,-,
31386,Tottori-ken Daisen-cho,,"16,470",,-,,-,
31389,Tottori-ken Nambu-cho,,"10,950",,-,,-,
31390,Tottori-ken Hoki-cho,,"11,118",,-,,-,
31401,Tottori-ken Nichinan-cho,,"4,765",,-,,-,
31402,Tottori-ken Hino-cho,,"3,278",,-,,-,
31403,Tottori-ken Kofu-cho,,"3,004",,-,,-,
32201,Shimane-ken Matsue-shi,,"206,230",,"105,360",,21.67,
32202,Shimane-ken Hamada-shi,,"58,105",,"10,850",,2.96,
32203,Shimane-ken Izumo-shi,,"171,938",,"34,364",,8.44,
32204,Shimane-ken Masuda-shi,,"47,718",,"10,363",,3.32,
32205,Shimane-ken Oda-shi,,"35,166",,-,,-,
32206,Shimane-ken Yasugi-shi,,"39,528",,"7,398",,2.22,
32207,Shimane-ken Gotsu-shi,,"24,468",,-,,-,
32209,Shimane-ken Unnan-shi,,"39,032",,-,,-,
32343,Shimane-ken Okuizumo-cho,,"13,063",,-,,-,
32386,Shimane-ken Iinan-cho,,"5,031",,-,,-,
32441,Shimane-ken Kawamoto-machi,,"3,442",,-,,-,
32448,Shimane-ken Misato-cho,,"4,900",,-,,-,
32449,Shimane-ken Onan-cho,,"11,101",,-,,-,
32501,Shimane-ken Tsuwano-cho,,"7,653",,-,,-,
32505,Shimane-ken Yoshika-cho,,"6,374",,-,,-,
32525,Shimane-ken Ama-cho,,"2,353",,-,,-,
32526,Shimane-ken Nishinoshima-cho,,"3,027",,-,,-,
32527,Shimane-ken Chibu-mura,,615,,-,,-,
32528,Shimane-ken Okinoshima-cho,,"14,608",,-,,-,
33100,Okayama-ken Okayama-shi,,"719,474",,"492,936",,81.79,
33101,Okayama-ken Okayama-shi Kita-ku,,"309,484",,"220,922",,34.33,
33102,Okayama-ken Okayama-shi Naka-ku,,"146,232",,"121,989",,20.18,
33103,Okayama-ken Okayama-shi Higashi-ku,,"95,577",,"39,129",,7.74,
33104,Okayama-ken Okayama-shi Minami-ku,,"168,181",,"110,896",,19.55,
33202,Okayama-ken Kurashiki-shi,,"477,118",,"288,666",,89.02,
33203,Okayama-ken Tsuyama-shi,,"103,746",,"27,192",,8.66,
33204,Okayama-ken Tamano-shi,,"60,736",,"17,808",,6.33,
33205,Okayama-ken Kasaoka-shi,,"50,568",,"14,405",,3.95,
33207,Okayama-ken Ibara-shi,,"41,390",,"6,182",,1.82,
33208,Okayama-ken Soja-shi,,"66,855",,"22,245",,4.45,
33209,Okayama-ken Takahashi-shi,,"32,075",,"6,060",,1.47,
33210,Okayama-ken Niimi-shi,,"30,658",,"5,318",,1.67,
33211,Okayama-ken Bizen-shi,,"35,179",,-,,-,
33212,Okayama-ken Setouchi-shi,,"36,975",,-,,-,
33213,Okayama-ken Akaiwa-shi,,"43,214",,"16,336",,3.05,
33214,Okayama-ken Maniwa-shi,,"46,124",,-,,-,
33215,Okayama-ken Mimasaka-shi,,"27,977",,-,,-,
33216,Okayama-ken Asakuchi-shi,,"34,235",,-,,-,
33346,Okayama-ken Wake-cho,,"14,412",,-,,-,
33423,Okayama-ken Hayashima-cho,,"12,154",,-,,-,
33445,Okayama-ken Satosho-cho,,"10,929",,-,,-,
33461,Okayama-ken Yakage-cho,,"14,201",,-,,-,
33586,Okayama-ken Shinjo-son,,866,,-,,-,
33606,Okayama-ken Kagamino-cho,,"12,847",,-,,-,
33622,Okayama-ken Shoo-cho,,"11,125",,-,,-,
33623,Okayama-ken Nagi-cho,,"5,906",,-,,-,
33643,Okayama-ken Nishiawakura-son,,"1,472",,-,,-,
33663,Okayama-ken Kumenan-cho,,"4,907",,-,,-,
33666,Okayama-ken Misaki-cho,,"14,432",,-,,-,
33681,Okayama-ken Kibichuo-cho,,"11,950",,-,,-,
34100,Hiroshima-ken Hiroshima-shi,,"1,194,034",,"1,027,439",,133.96,
34101,Hiroshima-ken Hiroshima-shi Naka-ku,,"136,640",,"136,640",,15.32,
34102,Hiroshima-ken Hiroshima-shi Higashi-ku,,"120,155",,"105,484",,12.62,
34103,Hiroshima-ken Hiroshima-shi Minami-ku,,"142,728",,"140,988",,19.07,
34104,Hiroshima-ken Hiroshima-shi Nishi-ku,,"190,929",,"179,574",,22.92,
34105,Hiroshima-ken Hiroshima-shi Asaminami-ku,,"242,512",,"202,928",,25.39,
34106,Hiroshima-ken Hiroshima-shi Asakita-ku,,"145,018",,"89,734",,14.93,
34107,Hiroshima-ken Hiroshima-shi Aki-ku,,"79,353",,"61,766",,10.44,
34108,Hiroshima-ken Hiroshima-shi Saeki-ku,,"136,699",,"110,325",,13.26,
34202,Hiroshima-ken Kure-shi,,"228,552",,"156,083",,29.72,
34203,Hiroshima-ken Takehara-shi,,"26,426",,"6,555",,2.22,
34204,Hiroshima-ken Mihara-shi,,"96,194",,"46,736",,10.47,
34205,Hiroshima-ken Onomichi-shi,,"138,626",,"58,931",,14.40,
34207,Hiroshima-ken Fukuyama-shi,,"464,811",,"265,448",,59.89,
34208,Hiroshima-ken Fuchu-shi,,"40,069",,"19,569",,6.06,
34209,Hiroshima-ken Miyoshi-shi,,"53,615",,"11,465",,3.03,
34210,Hiroshima-ken Shobara-shi,,"37,000",,-,,-,
34211,Hiroshima-ken Otake-shi,,"27,865",,"23,905",,8.23,
34212,Hiroshima-ken Higashihiroshima-shi,,"192,907",,"51,311",,7.60,
34213,Hiroshima-ken Hatsukaichi-shi,,"114,906",,"81,161",,15.17,
34214,Hiroshima-ken Akitakata-shi,,"29,488",,-,,-,
34215,Hiroshima-ken Etajima-shi,,"24,339",,-,,-,
34302,Hiroshima-ken Fuchu-cho,,"51,053",,"50,776",,5.58,
34304,Hiroshima-ken Kaita-cho,,"28,667",,"26,912",,4.74,
34307,Hiroshima-ken Kumano-cho,,"23,755",,-,,-,
34309,Hiroshima-ken Saka-cho,,"12,747",,"7,248",,1.46,
34368,Hiroshima-ken Akiota-cho,,"6,472",,-,,-,
34369,Hiroshima-ken Kitahiroshima-cho,,"18,918",,-,,-,
34431,Hiroshima-ken Osakikamijima-cho,,"7,992",,-,,-,
34462,Hiroshima-ken Sera-cho,,"16,337",,-,,-,
34545,Hiroshima-ken Jinsekikogen-cho,,"9,217",,-,,-,
35201,Yamaguchi-ken Shimonoseki-shi,,"268,517",,"176,520",,40.50,
35202,Yamaguchi-ken Ube-shi,,"169,429",,"89,846",,29.11,
35203,Yamaguchi-ken Yamaguchi-shi,,"197,422",,"99,468",,22.89,
35204,Yamaguchi-ken Hagi-shi,,"49,560",,"18,764",,6.18,
35206,Yamaguchi-ken Hofu-shi,,"115,942",,"71,556",,24.13,
35207,Yamaguchi-ken Kudamatsu-shi,,"55,812",,"26,359",,9.76,
35208,Yamaguchi-ken Iwakuni-shi,,"136,757",,"66,466",,26.47,
35210,Yamaguchi-ken Hikari-shi,,"51,369",,"25,836",,9.82,
35211,Yamaguchi-ken Nagato-shi,,"35,439",,-,,-,
35212,Yamaguchi-ken Yanai-shi,,"32,945",,"9,993",,4.35,
35213,Yamaguchi-ken Mine-shi,,"26,159",,-,,-,
35215,Yamaguchi-ken Shunan-shi,,"144,842",,"88,865",,30.28,
35216,Yamaguchi-ken Sanyoonoda-shi,,"62,671",,"17,748",,6.77,
35305,Yamaguchi-ken Suooshima-cho,,"17,199",,-,,-,
35321,Yamaguchi-ken Waki-cho,,"6,285",,-,,-,
35341,Yamaguchi-ken Kaminoseki-cho,,"2,803",,-,,-,
35343,Yamaguchi-ken Tabuse-cho,,"15,317",,-,,-,
35344,Yamaguchi-ken Hirao-cho,,"12,798",,-,,-,
35502,Yamaguchi-ken Abu-cho,,"3,463",,-,,-,
36201,Tokushima-ken Tokushima-shi,,"258,554",,"186,426",,38.62,
36202,Tokushima-ken Naruto-shi,,"59,101",,"20,219",,5.85,
36203,Tokushima-ken Komatsushima-shi,,"38,755",,"16,266",,4.61,
36204,Tokushima-ken Anan-shi,,"73,019",,"5,020",,1.42,
36205,Tokushima-ken Yoshinogawa-shi,,"41,466",,"6,125",,1.67,
36206,Tokushima-ken Awa-shi,,"37,202",,-,,-,
36207,Tokushima-ken Mima-shi,,"30,501",,-,,-,
36208,Tokushima-ken Miyoshi-shi,,"26,836",,-,,-,
36301,Tokushima-ken Katsuura-cho,,"5,301",,-,,-,
36302,Tokushima-ken Kamikatsu-cho,,"1,545",,-,,-,
36321,Tokushima-ken Sanagouchi-son,,"2,289",,-,,-,
36341,Tokushima-ken Ishii-cho,,"25,590",,-,,-,
36342,Tokushima-ken Kamiyama-cho,,"5,300",,-,,-,
36368,Tokushima-ken Naka-cho,,"8,402",,-,,-,
36383,Tokushima-ken Mugi-cho,,"4,259",,-,,-,
36387,Tokushima-ken Minami-cho,,"7,092",,-,,-,
36388,Tokushima-ken Kaiyo-cho,,"9,283",,-,,-,
36401,Tokushima-ken Matsushige-cho,,"15,204",,-,,-,
36402,Tokushima-ken Kitajima-cho,,"22,446",,"13,095",,2.95,
36403,Tokushima-ken Aizumi-cho,,"34,626",,-,,-,
36404,Tokushima-ken Itano-cho,,"13,358",,-,,-,
36405,Tokushima-ken Kamiita-cho,,"12,039",,-,,-,
36468,Tokushima-ken Tsurugi-cho,,"8,927",,-,,-,
36489,Tokushima-ken Higashimiyoshi-cho,,"14,638",,-,,-,
37201,Kagawa-ken Takamatsu-shi,,"420,748",,"212,897",,41.04,
37202,Kagawa-ken Marugame-shi,,"110,010",,"37,621",,12.62,
37203,Kagawa-ken Sakaide-shi,,"53,164",,"23,157",,9.41,
37204,Kagawa-ken Zentsuji-shi,,"32,927",,"9,250",,2.84,
