"","combine","coefficient","se","t","number"
"649","win7_restaurant_close+win7_worship_close+win7_sports_outdoor_close",-0.0824281776141681,0.171922074648676,-0.479450808062958,3
"650","win7_school_close+win7_restaurant_close+win7_worship_close+win7_sports_outdoor_close",-0.150399097244685,0.273374275342167,-0.550158192669879,4
"651","win7_childcare_close+win7_restaurant_close+win7_worship_close+win7_sports_outdoor_close",-0.207311160506249,0.190406398448733,-1.08878253144454,4
"652","win7_school_close+win7_childcare_close+win7_restaurant_close+win7_worship_close+win7_sports_outdoor_close",-0.275282080136765,0.270001408219496,-1.01955794213109,5
"653","win7_shop_close+win7_restaurant_close+win7_worship_close+win7_sports_outdoor_close",0.0308418193566583,0.180030564999783,0.171314350742028,4
"654","win7_school_close+win7_shop_close+win7_restaurant_close+win7_worship_close+win7_sports_outdoor_close",-0.0371291002738581,0.276796914522353,-0.134138418189845,5
"655","win7_childcare_close+win7_shop_close+win7_restaurant_close+win7_worship_close+win7_sports_outdoor_close",-0.0940411635354221,0.199030436205615,-0.472496394663324,5
"656","win7_school_close+win7_childcare_close+win7_shop_close+win7_restaurant_close+win7_worship_close+win7_sports_outdoor_close",-0.162012083165938,0.27438752029583,-0.590449897252126,6
"657","win7_bar_close+win7_worship_close+win7_sports_outdoor_close",0.059872411916146,0.191362364750871,0.312874540373141,3
"658","win7_school_close+win7_bar_close+win7_worship_close+win7_sports_outdoor_close",-0.00809850771437043,0.282963354674344,-0.0286203410462489,4
"659","win7_childcare_close+win7_bar_close+win7_worship_close+win7_sports_outdoor_close",-0.0650105709759344,0.202712730140206,-0.320702952059153,4
"660","win7_school_close+win7_childcare_close+win7_bar_close+win7_worship_close+win7_sports_outdoor_close",-0.132981490606451,0.275700971360917,-0.482339579545284,5
"661","win7_shop_close+win7_bar_close+win7_worship_close+win7_sports_outdoor_close",0.173142408886972,0.202468476011679,0.855157367199154,4
"662","win7_school_close+win7_shop_close+win7_bar_close+win7_worship_close+win7_sports_outdoor_close",0.105171489256456,0.288914212373861,0.364023245489778,5
"663","win7_childcare_close+win7_shop_close+win7_bar_close+win7_worship_close+win7_sports_outdoor_close",0.048259425994892,0.214408706632185,0.225081465920506,5
"664","win7_school_close+win7_childcare_close+win7_shop_close+win7_bar_close+win7_worship_close+win7_sports_outdoor_close",-0.0197114936356244,0.282699312018524,-0.0697260049728481,6
"665","win7_restaurant_close+win7_bar_close+win7_worship_close+win7_sports_outdoor_close",0.132561641188821,0.198472843108019,0.667908209067547,4
"666","win7_school_close+win7_restaurant_close+win7_bar_close+win7_worship_close+win7_sports_outdoor_close",0.0645907215583045,0.291478712424264,0.221596702623995,5
"667","win7_childcare_close+win7_restaurant_close+win7_bar_close+win7_worship_close+win7_sports_outdoor_close",0.00767865829674046,0.211839792717907,0.0362474783336179,5
"668","win7_school_close+win7_childcare_close+win7_restaurant_close+win7_bar_close+win7_worship_close+win7_sports_outdoor_close",-0.060292261333776,0.286206808666104,-0.210659772961985,6
"669","win7_shop_close+win7_restaurant_close+win7_bar_close+win7_worship_close+win7_sports_outdoor_close",0.245831638159647,0.205714486320912,1.19501374237764,5
"670","win7_school_close+win7_shop_close+win7_restaurant_close+win7_bar_close+win7_worship_close+win7_sports_outdoor_close",0.177860718529131,0.294815286433738,0.603295441971957,6
"671","win7_childcare_close+win7_shop_close+win7_restaurant_close+win7_bar_close+win7_worship_close+win7_sports_outdoor_close",0.120948655267567,0.219790335531403,0.550291053403876,6
"672","win7_school_close+win7_childcare_close+win7_shop_close+win7_restaurant_close+win7_bar_close+win7_worship_close+win7_sports_outdoor_close",0.0529777356370505,0.290474205444614,0.18238361494426,7
"673","win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.907534107889246,0.170089124630837,-5.33563865331757,3
"674","win7_school_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.975505027519762,0.274763134044625,-3.55034903394765,4
"675","win7_childcare_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-1.03241709078133,0.182240696417716,-5.66512920042246,4
"676","win7_school_close+win7_childcare_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-1.10038801041184,0.266919482515042,-4.12254661984006,5
"677","win7_shop_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.794264110918419,0.180267150587457,-4.40603908327203,4
