CBSA_code,MSA,Median,Under18,y18to24,y25to34,y35to44,y45to54,y55to64,y65to74,y75,,,,,,,,,
46620,"Uvalde, TX",35.3,"7,633 ","2,578 ","2,908 ","3,097 ","3,287 ","3,006 ","2,035 ","1,861 ",,,,,,,,,
46740,"Valley, AL",41.5,"7,703 ","2,755 ","3,801 ","4,432 ","5,049 ","4,769 ","3,108 ","2,598 ",,,,,,,,,
46780,"Van Wert, OH",40.3,"7,164 ","2,117 ","3,274 ","3,443 ","4,347 ","3,711 ","2,335 ","2,353 ",,,,,,,,,
46820,"Vermillion, SD",25.0,"2,424 ","4,515 ","1,748 ","1,157 ","1,344 ","1,255 ",712 ,709 ,,,,,,,,,
46860,"Vernal, UT",29.1,"10,857 ","3,144 ","5,300 ","3,599 ","3,808 ","2,883 ","1,669 ","1,328 ",,,,,,,,,
46900,"Vernon, TX",38.0,"3,467 ","1,284 ","1,597 ","1,477 ","1,933 ","1,669 ","1,087 ","1,021 ",,,,,,,,,
46980,"Vicksburg, MS",37.7,"12,638 ","3,990 ","6,167 ","5,946 ","7,417 ","6,357 ","3,596 ","2,662 ",,,,,,,,,
47080,"Vidalia, GA",36.3,"9,699 ","3,477 ","4,423 ","4,592 ","4,938 ","4,302 ","2,892 ","2,023 ",,,,,,,,,
47180,"Vincennes, IN",38.5,"8,192 ","5,360 ","4,306 ","4,148 ","5,563 ","4,809 ","3,188 ","2,874 ",,,,,,,,,
47340,"Wabash, IN",41.2,"7,459 ","3,295 ","3,342 ","3,845 ","4,746 ","4,249 ","2,926 ","3,026 ",,,,,,,,,
47420,"Wahpeton, ND-MN",40.7,"5,236 ","2,589 ","2,313 ","2,469 ","3,775 ","2,922 ","1,658 ","1,935 ",,,,,,,,,
47460,"Walla Walla, WA",36.7,"13,240 ","7,760 ","7,314 ","6,754 ","7,861 ","7,074 ","4,148 ","4,630 ",,,,,,,,,
47500,"Walterboro, SC",40.7,"9,492 ","3,219 ","4,157 ","4,709 ","5,763 ","5,474 ","3,635 ","2,443 ",,,,,,,,,
47540,"Wapakoneta, OH",40.0,"11,666 ","3,435 ","5,056 ","5,807 ","7,034 ","5,890 ","3,501 ","3,560 ",,,,,,,,,
47620,"Warren, PA",45.1,"8,718 ","2,898 ","4,158 ","5,057 ","6,843 ","6,301 ","4,077 ","3,763 ",,,,,,,,,
47660,"Warrensburg, MO",29.8,"12,043 ","10,473 ","6,878 ","5,734 ","6,730 ","5,093 ","3,154 ","2,490 ",,,,,,,,,
47700,"Warsaw, IN",37.7,"19,817 ","6,904 ","9,486 ","9,736 ","11,485 ","9,457 ","5,914 ","4,559 ",,,,,,,,,
47780,"Washington, IN",35.4,"9,120 ","2,812 ","3,725 ","3,576 ","4,312 ","3,642 ","2,362 ","2,099 ",,,,,,,,,
47820,"Washington, NC",43.8,"10,527 ","3,393 ","5,050 ","5,600 ","6,933 ","7,474 ","5,173 ","3,609 ",,,,,,,,,
47920,"Washington Court House, OH",39.4,"7,163 ","2,287 ","3,440 ","3,786 ","4,248 ","3,761 ","2,408 ","1,937 ",,,,,,,,,
47980,"Watertown, SD",37.6,"8,554 ","2,975 ","4,133 ","3,763 ","4,822 ","3,812 ","2,444 ","2,627 ",,,,,,,,,
48020,"Watertown-Fort Atkinson, WI",38.2,"19,857 ","8,589 ","10,074 ","11,056 ","12,747 ","10,321 ","6,103 ","4,939 ",,,,,,,,,
48060,"Watertown-Fort Drum, NY",32.6,"29,633 ","14,176 ","17,839 ","14,684 ","15,241 ","11,675 ","6,862 ","6,119 ",,,,,,,,,
48100,"Wauchula, FL",32.8,"7,675 ","3,146 ","3,770 ","3,462 ","3,354 ","2,749 ","2,071 ","1,504 ",,,,,,,,,
48180,"Waycross, GA",38.4,"13,453 ","4,896 ","6,903 ","7,083 ","7,756 ","6,817 ","4,455 ","3,707 ",,,,,,,,,
48220,"Weatherford, OK",31.2,"6,410 ","4,793 ","3,666 ","2,700 ","3,372 ","2,857 ","1,835 ","1,836 ",,,,,,,,,
48460,"West Plains, MO",39.6,"10,064 ","3,387 ","4,601 ","4,744 ","5,520 ","5,175 ","3,706 ","3,203 ",,,,,,,,,
48500,"West Point, MS",37.8,"5,302 ","1,893 ","2,451 ","2,377 ","2,986 ","2,673 ","1,545 ","1,407 ",,,,,,,,,
48580,"Whitewater, WI",38.1,"24,000 ","12,032 ","11,470 ","12,714 ","15,568 ","12,687 ","7,362 ","6,395 ",,,,,,,,,
48740,"Willimantic, CT",39.2,"26,446 ","12,584 ","13,824 ","16,181 ","19,425 ","14,753 ","8,162 ","7,053 ",,,,,,,,,
48780,"Williston, ND",39.0,"5,165 ","1,979 ","3,136 ","2,403 ","3,499 ","2,888 ","1,582 ","1,746 ",,,,,,,,,
48820,"Willmar, MN",39.5,"10,157 ","4,027 ","4,910 ","4,643 ","6,248 ","5,422 ","3,362 ","3,470 ",,,,,,,,,
48940,"Wilmington, OH",38.7,"10,262 ","4,032 ","4,895 ","5,229 ","6,587 ","5,351 ","3,115 ","2,569 ",,,,,,,,,
48980,"Wilson, NC",38.7,"20,052 ","7,106 ","9,784 ","10,477 ","11,715 ","10,583 ","6,499 ","5,018 ",,,,,,,,,
49060,"Winfield, KS",38.5,"8,870 ","3,803 ","4,095 ","4,222 ","5,113 ","4,482 ","2,930 ","2,796 ",,,,,,,,,
49100,"Winona, MN",33.1,"9,969 ","10,981 ","5,702 ","5,103 ","6,800 ","6,015 ","3,491 ","3,400 ",,,,,,,,,
49260,"Woodward, OK",37.0,"4,885 ","1,694 ","2,973 ","2,484 ","3,007 ","2,190 ","1,640 ","1,208 ",,,,,,,,,
49300,"Wooster, OH",38.3,"29,145 ","11,073 ","12,750 ","13,634 ","16,847 ","14,384 ","8,994 ","7,693 ",,,,,,,,,
49380,"Worthington, MN",37.5,"5,483 ","1,934 ","2,668 ","2,504 ","2,948 ","2,421 ","1,562 ","1,858 ",,,,,,,,,
49460,"Yankton, SD",41.3,"4,974 ","1,808 ","2,798 ","2,762 ","3,612 ","2,819 ","1,787 ","1,878 ",,,,,,,,,
49540,"Yazoo City, MS",35.1,"7,077 ","2,426 ","4,490 ","3,963 ","3,869 ","2,911 ","1,744 ","1,585 ",,,,,,,,,
49780,"Zanesville, OH",39.5,"20,651 ","7,891 ","9,833 ","10,949 ","12,700 ","10,866 ","6,948 ","6,236 ",,,,,,,,,
,Outside core based statistical area,41.9,"4,463,027 ","1,557,683 ","2,141,790 ","2,330,178 ","2,938,840 ","2,702,499 ","1,848,136 ","1,502,070 ",,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Puerto Rico,36.9,"903,295 ","375,145 ","492,332 ","483,528 ","487,807 ","441,684 ","311,662 ","230,336 ",,,,,,,,,
,Inside core based statistical area,36.9,"896,698 ","372,351 ","488,968 ","480,245 ","484,089 ","438,171 ","309,263 ","228,728 ",,,,,,,,,
,In metropolitan statistical area,37.0,"852,983 ","355,755 ","467,374 ","459,164 ","463,327 ","419,070 ","296,649 ","220,053 ",,,,,,,,,
10380,"Aguadilla-Isabela-San Sebastián, PR",37.7,"73,469 ","29,000 ","39,995 ","40,231 ","40,976 ","38,094 ","26,831 ","17,696 ",,,,,,,,,
21940,"Fajardo, PR",37.3,"17,704 ","6,785 ","8,629 ","9,606 ","8,294 ","8,257 ","6,787 ","4,630 ",,,,,,,,,
25020,"Guayama, PR",35.6,"21,604 ","8,367 ","11,531 ","11,014 ","10,790 ","9,862 ","6,661 ","4,385 ",,,,,,,,,
32420,"Mayagüez, PR",38.0,"21,655 ","15,653 ","12,450 ","11,457 ","12,570 ","13,264 ","10,624 ","8,657 ",,,,,,,,,
38660,"Ponce, PR",35.7,"61,613 ","26,292 ","31,680 ","29,672 ","30,791 ","28,919 ","19,726 ","14,454 ",,,,,,,,,
41900,"San Germán-Cabo Rojo, PR",39.1,"32,081 ","12,760 ","16,444 ","18,001 ","16,752 ","17,557 ","13,921 ","9,946 ",,,,,,,,,
41980,"San Juan-Caguas-Guaynabo, PR",37.0,"597,775 ","246,043 ","332,832 ","325,748 ","329,304 ","289,878 ","203,144 ","154,181 ",,,,,,,,,
49500,"Yauco, PR",36.5,"27,082 ","10,855 ","13,813 ","13,435 ","13,850 ","13,239 ","8,955 ","6,104 ",,,,,,,,,
,In micropolitan statistical area,35.1,"43,715 ","16,596 ","21,594 ","21,081 ","20,762 ","19,101 ","12,614 ","8,675 ",,,,,,,,,
10260,"Adjuntas, PR",36.0,"4,999 ","2,020 ","2,517 ","2,378 ","2,593 ","2,388 ","1,512 ","1,076 ",,,,,,,,,
17620,"Coamo, PR",34.8,"19,226 ","7,128 ","9,597 ","9,325 ","8,976 ","8,135 ","5,536 ","3,667 ",,,,,,,,,
27580,"Jayuya, PR",33.1,"4,571 ","1,868 ","2,279 ","2,085 ","2,114 ","1,844 ","1,118 ",763 ,,,,,,,,,
42180,"Santa Isabel, PR",33.6,"6,765 ","2,141 ","3,273 ","3,355 ","2,666 ","2,385 ","1,679 ","1,010 ",,,,,,,,,
46580,"Utuado, PR",38.0,"8,154 ","3,439 ","3,928 ","3,938 ","4,413 ","4,349 ","2,769 ","2,159 ",,,,,,,,,
,Outside core based statistical area,37.8,"6,597 ","2,794 ","3,364 ","3,283 ","3,718 ","3,513 ","2,399 ","1,608 ",,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1Sex ratio is calculated as the number of males per 100 females.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2Local to national ratio is calculated by dividing a group’s percentage of an area’s total population by its percentage of the national population. ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Note: Core based statistical areas (metropolitan and micropolitan statistical areas) defined,,,,,,,,,,,,,,,,,,,
"by the Office of Management and Budget as of December 2009. Broomfield County, CO, was formed from parts of Adams, Boulder, Jefferson, ",,,,,,,,,,,,,,,,,,,
"and Weld Counties, CO, on November 15, 2001, and was coextensive with Broomfield city. For purposes of presenting data for metropolitan",,,,,,,,,,,,,,,,,,,
"and micropolitan statistical areas, Broomfield is treated as if it were a county at the time of Census 2000.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: U.S. Census Bureau, 2010 Census and Census 2000.",,,,,,,,,,,,,,,,,,,
